"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"3093168";"00634";"1";"JCAAB";"0008177";"9456-1818";"Escitalopram Teva compr. pellic. (séc.) 98x 20mg";0;"compr. pellic. (séc.)";1;"escitalopram";"_";"_";20.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2983096";"00634";"1";"JCAAB";"0008177";"9449-1636";"Escitalopram Sandoz compr. pellic. (séc.) 56x 10mg";0;"compr. pellic. (séc.)";1;"escitalopram";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0054742";"00737";"1";"OBCA";"0014290";"15529-182";"Locacortene pommade 30g 0,2mg/1g";0;"pommade";1;"flumétasone pivalate";"_";"_";0.2000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2565950";"00532";"1";"LDABD";"0012427";"10116-828";"Fenistil gtts sol. 20ml 1mg/1ml";0;"gtts sol.";1;"dimétindène maléate";"_";"_";1.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"3073111";"01556";"1";"JKAC";"0018689";"23556-1818";"Rivastigmine Teva dispositif transderm. 30x 4,6mg/24h";0;"dispositif transderm.";1;"rivastigmine";"_";"_";4.6000;"mg";"/";24.0000;"h";0.0000;"_";true;false
"3060514";"01037";"1";"JFFA";"0008698";"25122-1529";"Stalevo (PIP) 100/25/200 compr. pellic. 100x";0;"compr. pellic.";1;"lévodopa";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3060514";"00290";"1";"JFFA";"0008698";"25122-1529";"Stalevo (PIP) 100/25/200 compr. pellic. 100x";0;"compr. pellic.";2;"carbidopa";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3060514";"00601";"1";"JFFA";"0008698";"25122-1529";"Stalevo (PIP) 100/25/200 compr. pellic. 100x";0;"compr. pellic.";3;"entacapone";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3073020";"01681";"1";"AGBF";"0001057";"26179-91";"Telmisartan Actavis compr. 98x 80mg";0;"compr.";1;"telmisartan";"_";"_";80.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0891424";"00630";"1";"OEBB";"0014472";"30049-1040";"Zineryt 40/12 sol. (pdr+solv.) cut. 30ml";0;"sol. (pdr + solv.) cut.";1;"érythromycine";"_";"_";40.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0891424";"01853";"1";"OEBB";"0014472";"30049-1040";"Zineryt 40/12 sol. (pdr+solv.) cut. 30ml";0;"sol. (pdr + solv.) cut.";2;"zinc acétate";"_";"_";12.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0864611";"01654";"1";"CGBA";"0003426";"23911-1446";"Salazopyrine compr. gastro-résist. E.C. 300x 500mg";0;"compr. gastro-résist. E.C.";1;"sulfasalazine";"_";"_";500.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3085644";"02000";"1";"DACB";"0020594";"27847-1347";"Ultibro 85/43 poudre inhal. (gél.) Breezhaler 30x";0;"poudre inhal. (gél.) Breezhaler";1;"indacatérol";"_";"_";85.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"3085644";"00836";"1";"DACB";"0020594";"27847-1347";"Ultibro 85/43 poudre inhal. (gél.) Breezhaler 30x";0;"poudre inhal. (gél.) Breezhaler";2;"glycopyrronium";"_";"_";43.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"3073137";"01556";"1";"JKAC";"0018689";"23556-1818";"Rivastigmine Teva dispositif transderm. 90x 9,5mg/24h";0;"dispositif transderm.";1;"rivastigmine";"_";"_";9.5000;"mg";"/";24.0000;"h";0.0000;"_";true;false
"0869651";"01474";"1";"AHCEA";"0001248";"23861-1818";"Rytmonorm compr. pellic. 50x 300mg";0;"compr. pellic.";1;"propafénone chlorhydrate";"_";"_";300.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3373149";"02099";"1";"RBC";"0016147";"32862-67";"Lidocaine Accord sol. inj. [flac.] 1x20ml 20mg/1ml";0;"sol. inj. i.m./i.v./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"lidocaïne chlorhydrate";"_";"_";20.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"3091220";"01947";"1";"EAHA";"0020701";"13292-935";"Invokana compr. pellic. 90x 100mg";0;"compr. pellic.";1;"canagliflozine";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3373131";"02099";"1";"RBC";"0016147";"32862-67";"Lidocaine Accord sol. inj. [flac.] 1x20ml 10mg/1ml";0;"sol. inj. i.m./i.v./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"lidocaïne chlorhydrate";"_";"_";10.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"2768067";"00293";"1";"MACA";"0012625";"4424-1636";"Carboplatin Sandoz sol. perf. à diluer i.v. [flac.] 1x 150mg/15ml";0;"sol. perf. à diluer i.v. [flac.]";1;"carboplatine";"_";"_";150.0000;"mg";"/";15.0000;"ml";0.0000;"_";true;false
"2658201";"01561";"1";"RACD";"0019166";"34108-265";"Rocuronium B. Braun sol. inj./perf. i.v. [flac.] 10x 50mg/5ml";0;"sol. inj./perf. i.v. [flac.]";1;"rocuronium bromure";"_";"_";50.0000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1358167";"00227";"1";"LACAA";"0018358";"22020-828";"Priorix sol. inj. (pdr+solv.) s.c. [flac.+ser. préremplie] 1dos.";0;"sol. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]";1;"virus des oreillons (vivants atténués)";"_";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1358167";"01093";"1";"LACAA";"0018358";"22020-828";"Priorix sol. inj. (pdr+solv.) s.c. [flac.+ser. préremplie] 1dos.";0;"sol. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]";2;"virus de la rougeole (vivants atténués)";"_";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1358167";"01575";"1";"LACAA";"0018358";"22020-828";"Priorix sol. inj. (pdr+solv.) s.c. [flac.+ser. préremplie] 1dos.";0;"sol. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]";3;"virus de la rubéole (vivants atténués)";"_";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"2480200";"01990";"1";"OMBA";"0014753";"27839-2238";"Ultec Pro pansement Sacral 5x (15x17,7cm)";0;"pansement Sacral";1;"pas de principes actifs";"15 x 17,7 cm";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"2859726";"01304";"1";"JBDD";"0007948";"19729-216";"Olanzapine Apotex compr. orodisp. 98x 10mg";0;"compr. orodisp.";1;"olanzapine";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2274637";"01694";"1";"KBDA";"0010538";"26435-1636";"Terbinafine Sandoz compr. (séc.) 98x 250mg";0;"compr. (séc.)";1;"terbinafine";"_";"_";250.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3140076";"01681";"1";"AADF";"0000166";"26153-1818";"Telmisartan/HCTZ Teva 80/12,5 compr. (séc.) 98x";0;"compr. (séc.)";1;"telmisartan";"_";"_";80.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3140076";"00866";"1";"AADF";"0000166";"26153-1818";"Telmisartan/HCTZ Teva 80/12,5 compr. (séc.) 98x";0;"compr. (séc.)";2;"hydrochlorothiazide";"_";"_";12.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3433687";"01790";"1";"PDE";"0015305";"33993-1826";"Mydrane 0,04/0,62/2 sol. inj. i.camér. [amp.] 20x0,6ml";0;"sol. inj. i.camér. [amp.]";1;"tropicamide";"_";"_";0.0400;"mg";"/";0.2000;"ml";0.0000;"_";true;false
"3433687";"00707";"1";"PDE";"0015305";"33993-1826";"Mydrane 0,04/0,62/2 sol. inj. i.camér. [amp.] 20x0,6ml";0;"sol. inj. i.camér. [amp.]";2;"phényléphrine chlorhydrate";"_";"_";0.6200;"mg";"/";0.2000;"ml";0.0000;"_";true;false
"3433687";"02099";"1";"PDE";"0015305";"33993-1826";"Mydrane 0,04/0,62/2 sol. inj. i.camér. [amp.] 20x0,6ml";0;"sol. inj. i.camér. [amp.]";3;"lidocaïne chlorhydrate";"_";"_";2.0000;"mg";"/";0.2000;"ml";0.0000;"_";true;false
"0055327";"00869";"1";"OBBA";"0014274";"15552-1040";"Locoid pommade 30g 1mg/1g";0;"pommade";1;"hydrocortisone butyrate";"_";"_";1.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2128429";"01460";"1";"RBC";"0016147";"5546-257";"Citanest sol. inj. [flac.] 1x50ml 10mg/1ml";0;"sol. inj. épilés./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"prilocaïne chlorhydrate";"_";"_";10.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0079954";"00869";"1";"OBBA";"0014274";"15552-1040";"Locoid sol. cut. 30ml 1mg/1ml";0;"sol. cut.";1;"hydrocortisone butyrate";"_";"_";1.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"2922144";"00138";"1";"ALAA";"0001552";"2444-1289";"Atorvastatine Mylan compr. pellic. (séc.) 84x 10mg";0;"compr. pellic. (séc.)";1;"atorvastatine";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3467016";"01309";"1";"AGBE";"0001040";"34025-1636";"Olmesartan Sandoz compr. pellic. 98x 20mg";0;"compr. pellic.";1;"olmésartan médoxomil";"_";"_";20.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3167426";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva compr. pellic. (séc.) 24x 50mg";0;"compr. pellic. (séc.)";1;"sumatriptan";"_";"_";50.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3458767";"01309";"1";"AADF";"0000166";"33944-1636";"Co-Olmesartan Sandoz 40/25 compr. pellic. 98x";0;"compr. pellic.";1;"olmésartan médoxomil";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3458767";"00866";"1";"AADF";"0000166";"33944-1636";"Co-Olmesartan Sandoz 40/25 compr. pellic. 98x";0;"compr. pellic.";2;"hydrochlorothiazide";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2128445";"01460";"1";"RBC";"0016147";"5546-257";"Citanest sol. inj. [flac.] 1x50ml 20mg/1ml";0;"sol. inj. épilés./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"prilocaïne chlorhydrate";"_";"_";20.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"3467032";"01309";"1";"AGBE";"0001040";"34025-1636";"Olmesartan Sandoz compr. pellic. 98x 40mg";0;"compr. pellic.";1;"olmésartan médoxomil";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2929537";"01505";"1";"JBDF";"0007963";"22574-1818";"Quetiapine Teva compr. lib. prol. Retard 100x 200mg";0;"compr. lib. prol. Retard";1;"quétiapine";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3523271";"00676";"1";"BBAA";"0002246";"19562-1370";"Octanate sol. inj./perf. (pdr+5ml solv.) i.v. [2x flac.] 500UI";0;"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]";1;"facteur VIII";"_";"_";500.0000;"UI";"_";0.0000;"_";0.0000;"_";true;false
"0137398";"01049";"1";"RBA";"0016139";"29603-257";"Xylocaine pommade 35g 50mg/1g";0;"pommade";1;"lidocaïne";"_";"_";50.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2480234";"01990";"1";"OMBA";"0014753";"27839-2238";"Ultec Pro pansement Border 5x (15x15cm)";0;"pansement Border";1;"pas de principes actifs";"15 x 15 cm";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"3495355";"00095";"1";"AFAA";"0000729";"33753-2303";"Amlodipine Krka compr. (séc.) 56x 5mg";0;"compr. (séc.)";1;"amlodipine";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3529724";"01309";"1";"AADF";"0000166";"33951-2303";"Olmesartan/HCTZ Krka 40/12,5 compr. pellic. 28x";0;"compr. pellic.";1;"olmésartan médoxomil";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3529724";"00866";"1";"AADF";"0000166";"33951-2303";"Olmesartan/HCTZ Krka 40/12,5 compr. pellic. 28x";0;"compr. pellic.";2;"hydrochlorothiazide";"_";"_";12.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3112745";"01929";"1";"EAJA";"0025445";"30635-1800";"Vipdomet 12,5/850 compr. pellic. 56x";0;"compr. pellic.";1;"alogliptine";"_";"_";12.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3112745";"01144";"1";"EAJA";"0025445";"30635-1800";"Vipdomet 12,5/850 compr. pellic. 56x";0;"compr. pellic.";2;"metformine chlorhydrate";"_";"_";850.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3531290";"01309";"1";"AADF";"0000166";"33969-612";"Olmesartan Plus HCT EG 40/25 compr. pellic. (séc.) 28x";0;"compr. pellic. (séc.)";1;"olmésartan médoxomil";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3531290";"00866";"1";"AADF";"0000166";"33969-612";"Olmesartan Plus HCT EG 40/25 compr. pellic. (séc.) 28x";0;"compr. pellic. (séc.)";2;"hydrochlorothiazide";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3112778";"01929";"1";"EAJA";"0025445";"30635-1800";"Vipdomet 12,5/1 compr. pellic. 196x";0;"compr. pellic.";1;"alogliptine";"_";"_";12.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3112778";"01144";"1";"EAJA";"0025445";"30635-1800";"Vipdomet 12,5/1 compr. pellic. 196x";0;"compr. pellic.";2;"metformine chlorhydrate";"_";"_";1.0000;"g";"_";0.0000;"_";0.0000;"_";true;false
"3195328";"01443";"1";"JFBC";"0008573";"21741-1636";"Pramipexol Sandoz compr. lib. prol. Retard 100x 3,15mg";0;"compr. lib. prol. Retard";1;"pramipexole";"_";"_";3.1500;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2442051";"01108";"1";"JACA";"0007781";"5405-1800";"Circadin compr. lib. prol. 21x 2mg";0;"compr. lib. prol.";1;"mélatonine";"_";"_";2.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0137554";"02099";"1";"RBC";"0016147";"29603-257";"Xylocaine sol. inj. [flac.] 1x20ml 10mg/1ml";0;"sol. inj. i.v./i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"lidocaïne chlorhydrate";"_";"_";10.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0137547";"02099";"1";"RBB";"0018341";"29603-257";"Xylocaine gel urétr. 2% 1x30g 20mg/1g";0;"gel urétr. 2%";1;"lidocaïne chlorhydrate";"_";"_";20.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"3483096";"00043";"1";"IEBH";"0028357";"836-1800";"AlenSteo 16x (1x+6x)";1;"compr.";1;"acide alendronique";"_";"_";70.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3483096";"00272";"2";"IEBH";"0028357";"836-1800";"AlenSteo 16x (1x+6x)";6;"compr. à croquer";1;"calcium";"_";"_";1000.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3483096";"00435";"2";"IEBH";"0028357";"836-1800";"AlenSteo 16x (1x+6x)";6;"compr. à croquer";2;"colécalciférol";"_";"_";800.0000;"UI";"_";0.0000;"_";0.0000;"_";true;false
"3032513";"02314";"1";"LABECA";"0026260";"33910-828";"Bexsero susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";1;"méningocoque type B (protéines recombinantes et vésicules de membrane externe)";"_";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"3203239";"01467";"1";"FFAA";"0005942";"30924-554";"Progebel caps. molle 90x 100mg";0;"caps. molle";1;"progestérone (micronisé)";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2994051";"01299";"1";"BBAA";"0002246";"12195-513";"Helixate Nexgen sol. inj./perf. (pdr+solv.) i.v. [2x flac.] 2000UI";0;"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]";1;"octocog alfa";"_";"_";2000.0000;"UI";"_";0.0000;"_";0.0000;"_";true;false
"3315330";"00122";"1";"JBDA";"0007922";"31856-2303";"Aripiprazol Focus compr. 28x 15mg";0;"compr.";1;"aripiprazole";"_";"_";15.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3128014";"02030";"1";"BBAA";"0002246";"32003-1354";"NovoEight sol. inj. (pdr+solv.) i.v. [flac.+ser. préremplie] 1000UI";0;"sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";1;"turoctocog alfa";"_";"_";1000.0000;"UI";"_";0.0000;"_";0.0000;"_";true;false
"0137562";"02099";"1";"RBC";"0016147";"29603-257";"Xylocaine sol. inj. [flac.] 1x20ml 20mg/1ml";0;"sol. inj. i.v./i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"lidocaïne chlorhydrate";"_";"_";20.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"3360385";"01458";"1";"JGBCA";"0020289";"32466-1818";"Pregabaline Teva gél. 56x 75mg";0;"gél.";1;"prégabaline";"_";"_";75.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3360419";"01458";"1";"JGBCA";"0020289";"32466-1818";"Pregabaline Teva gél. 56x 300mg";0;"gél.";1;"prégabaline";"_";"_";300.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1688951";"00946";"1";"DACA";"0020602";"6361-372";"Combivent 0,5/2,5 sol. inhal. nébul. (unidose) 60x2,5ml";0;"sol. inhal. nébul. (unidose)";1;"ipratropium bromure";"_";"_";0.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"1688951";"01581";"1";"DACA";"0020602";"6361-372";"Combivent 0,5/2,5 sol. inhal. nébul. (unidose) 60x2,5ml";0;"sol. inhal. nébul. (unidose)";2;"salbutamol";"_";"_";2.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"2547941";"00946";"1";"DACA";"0020602";"18523-1818";"Nebu-Iprasal 0,5/2,5 sol. inhal. nébul. (unidose) 20x2,5ml";0;"sol. inhal. nébul. (unidose)";1;"ipratropium bromure";"_";"_";0.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"2547941";"01581";"1";"DACA";"0020602";"18523-1818";"Nebu-Iprasal 0,5/2,5 sol. inhal. nébul. (unidose) 20x2,5ml";0;"sol. inhal. nébul. (unidose)";2;"salbutamol";"_";"_";2.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"0253336";"01049";"1";"RBA";"0016139";"29603-257";"Xylocaine sol. spray 50ml 100mg/1g";0;"sol. spray laryngophar./oromuq.";1;"lidocaïne";"_";"_";100.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"3343738";"00757";"1";"DAEA";"0003780";"22939-828";"Relvar 92/22 poudre inhal. (unidose) Ellipta 3x30dos.";0;"poudre inhal. (unidose) Ellipta";1;"fluticasone furoate";"_";"_";92.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3343738";"01918";"1";"DAEA";"0003780";"22939-828";"Relvar 92/22 poudre inhal. (unidose) Ellipta 3x30dos.";0;"poudre inhal. (unidose) Ellipta";2;"vilantérol";"_";"_";22.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3264793";"01746";"1";"DACB";"0020594";"32649-372";"Spiolto 2,5/2,5 sol. inhal. (cart.) Respimat 1x60dos.";0;"sol. inhal. (cart.) Respimat";1;"tiotropium";"_";"_";2.5000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3264793";"02060";"1";"DACB";"0020594";"32649-372";"Spiolto 2,5/2,5 sol. inhal. (cart.) Respimat 1x60dos.";0;"sol. inhal. (cart.) Respimat";2;"olodatérol";"_";"_";2.5000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1404920";"00946";"1";"DACA";"0020602";"6361-372";"Combivent 0,5/2,5 sol. inhal. nébul. (unidose) 20x2,5ml";0;"sol. inhal. nébul. (unidose)";1;"ipratropium bromure";"_";"_";0.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"1404920";"01581";"1";"DACA";"0020602";"6361-372";"Combivent 0,5/2,5 sol. inhal. nébul. (unidose) 20x2,5ml";0;"sol. inhal. nébul. (unidose)";2;"salbutamol";"_";"_";2.5000;"mg";"/";2.5000;"ml";0.0000;"_";true;false
"3090230";"00757";"1";"DAEA";"0003780";"22939-828";"Relvar 184/22 poudre inhal. (unidose) Ellipta 1x30dos.";0;"poudre inhal. (unidose) Ellipta";1;"fluticasone furoate";"_";"_";184.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3090230";"01918";"1";"DAEA";"0003780";"22939-828";"Relvar 184/22 poudre inhal. (unidose) Ellipta 1x30dos.";0;"poudre inhal. (unidose) Ellipta";2;"vilantérol";"_";"_";22.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3337847";"00025";"1";"DACB";"0020594";"32565-257";"Duaklir 343/12 poudre inhal. (unidose) Genuair 1x60dos.";0;"poudre inhal. (unidose) Genuair";1;"aclidinium";"_";"_";343.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3337847";"00772";"1";"DACB";"0020594";"32565-257";"Duaklir 343/12 poudre inhal. (unidose) Genuair 1x60dos.";0;"poudre inhal. (unidose) Genuair";2;"formotérol fumarate";"_";"_";12.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"0480517";"01446";"1";"PBBA";"0015164";"32581-1115";"Pranox collyre sol. 5ml 1mg/1ml";0;"collyre sol.";1;"pranoprofène";"_";"_";1.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0085910";"01498";"1";"KAHCA";"0010371";"26021-968";"Tebrazid compr. 100x 500mg";0;"compr.";1;"pyrazinamide";"_";"_";500.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3172483";"00248";"1";"DAEA";"0003780";"3871-1404";"Bufomix 320/9 poudre inhal. (unidose) Easyhaler 60dos.";0;"poudre inhal. (unidose) Easyhaler";1;"budésonide";"_";"_";320.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3172483";"00772";"1";"DAEA";"0003780";"3871-1404";"Bufomix 320/9 poudre inhal. (unidose) Easyhaler 60dos.";0;"poudre inhal. (unidose) Easyhaler";2;"formotérol fumarate";"_";"_";9.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3120052";"01356";"1";"CAABD";"0002584";"20735-1529";"Pantomed (PIP) compr. gastro-résist. 28x 40mg";0;"compr. gastro-résist.";1;"pantoprazole";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2647097";"01314";"1";"CAABC";"0002576";"19851-1529";"Omeprazol Sandoz (PIP) gél. gastro-résist. 56x 40mg";0;"gél. gastro-résist.";1;"oméprazole";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1463702";"01586";"1";"DAEA";"0003780";"24331-828";"Seretide 50/250 poudre inhal. (unidose) Diskus 60dos.";0;"poudre inhal. (unidose) Diskus";1;"salmétérol";"_";"_";50.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1463702";"00758";"1";"DAEA";"0003780";"24331-828";"Seretide 50/250 poudre inhal. (unidose) Diskus 60dos.";0;"poudre inhal. (unidose) Diskus";2;"fluticasone propionate";"_";"_";250.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3369857";"00933";"1";"EAADA";"0004259";"32771-570";"Abasaglar sol. inj. s.c. Kwikpen [stylo prérempli] 5x3ml 100U/1ml";0;"sol. inj. s.c. Kwikpen [stylo prérempli]";1;"insuline glargine";"_";"_";100.0000;"U";"/";1.0000;"ml";0.0000;"_";true;false
"1593102";"01586";"1";"DAEA";"0003780";"24331-828";"Seretide 25/125 susp. inhal. (flacon press.) 120dos.";0;"susp. inhal. (flacon press.) [inhalateur]";1;"salmétérol";"_";"_";25.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1593102";"00758";"1";"DAEA";"0003780";"24331-828";"Seretide 25/125 susp. inhal. (flacon press.) 120dos.";0;"susp. inhal. (flacon press.) [inhalateur]";2;"fluticasone propionate";"_";"_";125.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3448081";"02071";"1";"ALAA";"0001552";"2451-885";"Atorvastatine Teva (Impexeco) compr. pellic. 100x 10mg";0;"compr. pellic.";1;"atorvastatine";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3373651";"00248";"1";"DAEA";"0003780";"33134-1743";"Zephirus 120/20 poudre inhal. (gél.) 60x";0;"poudre inhal. (gél.) [inhalateur]";1;"budésonide";"_";"_";120.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"3373651";"01586";"1";"DAEA";"0003780";"33134-1743";"Zephirus 120/20 poudre inhal. (gél.) 60x";0;"poudre inhal. (gél.) [inhalateur]";2;"salmétérol";"_";"_";20.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"1463694";"01586";"1";"DAEA";"0003780";"24331-828";"Seretide 50/100 poudre inhal. (unidose) Diskus 60dos.";0;"poudre inhal. (unidose) Diskus";1;"salmétérol";"_";"_";50.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1463694";"00758";"1";"DAEA";"0003780";"24331-828";"Seretide 50/100 poudre inhal. (unidose) Diskus 60dos.";0;"poudre inhal. (unidose) Diskus";2;"fluticasone propionate";"_";"_";100.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"3373628";"00248";"1";"DAEA";"0003780";"33134-1743";"Zephirus 240/20 poudre inhal. (gél.) 60x";0;"poudre inhal. (gél.) [inhalateur]";1;"budésonide";"_";"_";240.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"3373628";"01586";"1";"DAEA";"0003780";"33134-1743";"Zephirus 240/20 poudre inhal. (gél.) 60x";0;"poudre inhal. (gél.) [inhalateur]";2;"salmétérol";"_";"_";20.0000;"µg";"_";0.0000;"_";0.0000;"_";true;false
"3363074";"00005";"1";"LCBAA";"0012179";"20180-406";"Orencia sol. inj. s.c. ClickJect [stylo prérempli] 4x 125mg/1ml";0;"sol. inj. s.c. ClickJect [stylo prérempli]";1;"abatacept";"_";"_";125.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0079491";"00164";"1";"JADC";"0018101";"24174-1164";"Sedinal 0,33/0,33/0,33 gtts liq. 30ml";0;"gtts liq.";1;"Ballota foetida (extrait fluide)";"_";"_";0.3300;"ml";"/";1.0000;"ml";0.0000;"_";true;false
"0079491";"00445";"1";"JADC";"0018101";"24174-1164";"Sedinal 0,33/0,33/0,33 gtts liq. 30ml";0;"gtts liq.";2;"Crataegus oxyacantha (extrait fluide)";"_";"_";0.3300;"ml";"/";1.0000;"ml";0.0000;"_";true;false
"0079491";"01375";"1";"JADC";"0018101";"24174-1164";"Sedinal 0,33/0,33/0,33 gtts liq. 30ml";0;"gtts liq.";3;"Passiflora incarnata (extrait fluide)";"_";"_";0.3300;"ml";"/";1.0000;"ml";0.0000;"_";true;false
