"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"0037549";"Dulcolax Bisacodyl zetpil 10 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1321";"http://www.bcfi.be/nl/contents/jump?amppid=1321&view=pvt"
"3358561";"Flamigel gel 1 x 10 g";"http://www.bcfi.be/nl/contents/jump?amppid=132639";"http://www.bcfi.be/nl/contents/jump?amppid=132639&view=pvt"
"0070177";"Polyseptol 125/200 zalf 22 g";"http://www.bcfi.be/nl/contents/jump?amppid=3087";"http://www.bcfi.be/nl/contents/jump?amppid=3087&view=pvt"
"3439163";"Imatinib Accord filmomh. tabl. (deelb.) 120 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=138776";"http://www.bcfi.be/nl/contents/jump?amppid=138776&view=pvt"
"3138435";"Plavix (PIP) filmomh. tabl. 28 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=108944";"http://www.bcfi.be/nl/contents/jump?amppid=108944&view=pvt"
"2247849";"Iso-Betadine cut. oploss. (unidose) Dermicum 10 x 5 ml 100 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37689";"http://www.bcfi.be/nl/contents/jump?amppid=37689&view=pvt"
"2759231";"Iso-Betadine zeep Germicide 125 ml 75 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=58875";"http://www.bcfi.be/nl/contents/jump?amppid=58875&view=pvt"
"1078468";"Kaltostat verband 10 x (7,5 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103002";"http://www.bcfi.be/nl/contents/jump?amppid=103002&view=pvt"
"2990984";"Aricept (PIP) filmomh. tabl. 56 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127183";"http://www.bcfi.be/nl/contents/jump?amppid=127183&view=pvt"
"3421468";"Voriconazole Mylan filmomh. tabl. 30 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=138875";"http://www.bcfi.be/nl/contents/jump?amppid=138875&view=pvt"
"2504736";"Flaminal gel Forte 1 x 10 g";"http://www.bcfi.be/nl/contents/jump?amppid=132613";"http://www.bcfi.be/nl/contents/jump?amppid=132613&view=pvt"
"2501039";"Flaminal gel Hydro 1 x 10 g";"http://www.bcfi.be/nl/contents/jump?amppid=132621";"http://www.bcfi.be/nl/contents/jump?amppid=132621&view=pvt"
"0050435";"Iso-Betadine zeep Germicide 500 ml 75 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2055";"http://www.bcfi.be/nl/contents/jump?amppid=2055&view=pvt"
"0290577";"Teejel 0,1/87 gingiv./oromuc. gel 30 g";"http://www.bcfi.be/nl/contents/jump?amppid=7336";"http://www.bcfi.be/nl/contents/jump?amppid=7336&view=pvt"
"3290764";"Sedistress harde caps. 100 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=129254";"http://www.bcfi.be/nl/contents/jump?amppid=129254&view=pvt"
"0102178";"Aporil cut. oploss. 9 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4515";"http://www.bcfi.be/nl/contents/jump?amppid=4515&view=pvt"
"0131011";"Stilene 2/200 cut. emuls. 180 ml";"http://www.bcfi.be/nl/contents/jump?amppid=6205";"http://www.bcfi.be/nl/contents/jump?amppid=6205&view=pvt"
"3363272";"Aromasin (PIP) omh. tabl. 30 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132936";"http://www.bcfi.be/nl/contents/jump?amppid=132936&view=pvt"
"1265586";"Comfeel Plus verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129403";"http://www.bcfi.be/nl/contents/jump?amppid=129403&view=pvt"
"1265594";"Comfeel Plus verband 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129411";"http://www.bcfi.be/nl/contents/jump?amppid=129411&view=pvt"
"1265602";"Comfeel Plus verband 5 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129429";"http://www.bcfi.be/nl/contents/jump?amppid=129429&view=pvt"
"0123042";"Orgametril tabl. (deelb.) 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5777";"http://www.bcfi.be/nl/contents/jump?amppid=5777&view=pvt"
"2769230";"Dominal filmomh. tabl. (deelb.) Forte 50 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=57182";"http://www.bcfi.be/nl/contents/jump?amppid=57182&view=pvt"
"3070406";"Exacyl inj. oploss. i.v. [amp.] 6 x 500 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=126037";"http://www.bcfi.be/nl/contents/jump?amppid=126037&view=pvt"
"3157245";"Adalat (PIP) tabl. verl. afgifte Oros 56 x 60 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132696";"http://www.bcfi.be/nl/contents/jump?amppid=132696&view=pvt"
"3262623";"Exelon (PIP) harde caps. 56 x 6 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132852";"http://www.bcfi.be/nl/contents/jump?amppid=132852&view=pvt"
"3151198";"Neurontin (PIP) harde caps. 90 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132910";"http://www.bcfi.be/nl/contents/jump?amppid=132910&view=pvt"
"3262581";"Exelon (PIP) harde caps. 56 x 3 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132837";"http://www.bcfi.be/nl/contents/jump?amppid=132837&view=pvt"
"0012872";"Omnipaque 300 mg / 1 ml inj./instill. oploss. i.v./i.thec./i.arter./i.duct. [flac.] 1 x 32,35 g / 50 ml";"http://www.bcfi.be/nl/contents/jump?amppid=100";"http://www.bcfi.be/nl/contents/jump?amppid=100&view=pvt"
"3391323";"Cleen Enema 181/80 rect. oploss. Kind 66,6 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1636";"http://www.bcfi.be/nl/contents/jump?amppid=1636&view=pvt"
"2992196";"Urgoclean verband 3 x (6 x 6 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130179";"http://www.bcfi.be/nl/contents/jump?amppid=130179&view=pvt"
"1361559";"Heparine Leo inj./inf. oploss. i.v. [flac.] 50 x 5 ml 5 000 IE / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=19026";"http://www.bcfi.be/nl/contents/jump?amppid=19026&view=pvt"
"3001294";"Coveram (PIP) 5/10 tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=68924";"http://www.bcfi.be/nl/contents/jump?amppid=68924&view=pvt"
"0013185";"Pharmalgen Bee inj./huidpriktest oploss. (pdr. + solv.) s.c./i.derm. [flac.] 4 x 0,12 mg";"http://www.bcfi.be/nl/contents/jump?amppid=141";"http://www.bcfi.be/nl/contents/jump?amppid=141&view=pvt"
"2992220";"Urgoclean verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130203";"http://www.bcfi.be/nl/contents/jump?amppid=130203&view=pvt"
"0042671";"Fucidin geïmpr. verbandgaas Intertulle 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=1685";"http://www.bcfi.be/nl/contents/jump?amppid=1685&view=pvt"
"1556604";"Fucidin zalf 30 g 20 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=72744";"http://www.bcfi.be/nl/contents/jump?amppid=72744&view=pvt"
"0013193";"Pharmalgen Wasp inj./huidpriktest oploss. (pdr. + solv.) s.c./i.derm. [flac.] 4 x 0,12 mg";"http://www.bcfi.be/nl/contents/jump?amppid=158";"http://www.bcfi.be/nl/contents/jump?amppid=158&view=pvt"
"2647089";"Omeprazol Sandoz (PIP) harde maagsapresist. caps. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133009";"http://www.bcfi.be/nl/contents/jump?amppid=133009&view=pvt"
"2115251";"Mepilex verband Lite 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129510";"http://www.bcfi.be/nl/contents/jump?amppid=129510&view=pvt"
"2843712";"Biatain Silicone verband 10 x (12,5 x 12,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129619";"http://www.bcfi.be/nl/contents/jump?amppid=129619&view=pvt"
"0613935";"Fucidin zalf 15 g 20 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=9829";"http://www.bcfi.be/nl/contents/jump?amppid=9829&view=pvt"
"3384401";"Saxenda inj. oploss. s.c. [voorgev. pen] 5 x 18 mg / 3 ml";"http://www.bcfi.be/nl/contents/jump?amppid=133231";"http://www.bcfi.be/nl/contents/jump?amppid=133231&view=pvt"
"1265909";"Betapyr 250/237 omh. tabl. 50 x";"http://www.bcfi.be/nl/contents/jump?amppid=16634";"http://www.bcfi.be/nl/contents/jump?amppid=16634&view=pvt"
"3137569";"Durafiber verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129544";"http://www.bcfi.be/nl/contents/jump?amppid=129544&view=pvt"
"0014399";"Imuran filmomh. tabl. (deelb.) 100 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=190";"http://www.bcfi.be/nl/contents/jump?amppid=190&view=pvt"
"3179959";"Deanxit 10/0,5 tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=109850";"http://www.bcfi.be/nl/contents/jump?amppid=109850&view=pvt"
"0090936";"Uropyrine omh. tabl. 30 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3863";"http://www.bcfi.be/nl/contents/jump?amppid=3863&view=pvt"
"2988202";"Urgotul Lite verband 10 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130302";"http://www.bcfi.be/nl/contents/jump?amppid=130302&view=pvt"
"0057760";"Minidiab tabl. (deelb.) 90 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2667";"http://www.bcfi.be/nl/contents/jump?amppid=2667&view=pvt"
"2616498";"Alendronate EG (PIP) tabl. 12 x 70 mg";"http://www.bcfi.be/nl/contents/jump?amppid=118315";"http://www.bcfi.be/nl/contents/jump?amppid=118315&view=pvt"
"2976405";"Medrol (Impexeco) tabl. (deelb.) A 50 x 16 mg";"http://www.bcfi.be/nl/contents/jump?amppid=67173";"http://www.bcfi.be/nl/contents/jump?amppid=67173&view=pvt"
"0014845";"Duspatalin omh. tabl. 40 x 135 mg";"http://www.bcfi.be/nl/contents/jump?amppid=224";"http://www.bcfi.be/nl/contents/jump?amppid=224&view=pvt"
"1013242";"Purgo-Pil maagsapresist. tabl. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=13102";"http://www.bcfi.be/nl/contents/jump?amppid=13102&view=pvt"
"2988129";"Urgotul Lite verband Border 10 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130401";"http://www.bcfi.be/nl/contents/jump?amppid=130401&view=pvt"
"2988251";"Urgotul verband 3 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130518";"http://www.bcfi.be/nl/contents/jump?amppid=130518&view=pvt"
"3137593";"Durafiber wiek 5 x (4 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129577";"http://www.bcfi.be/nl/contents/jump?amppid=129577&view=pvt"
"1788256";"Cellosorb verband Adhesive 16 x (13 x 13 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129684";"http://www.bcfi.be/nl/contents/jump?amppid=129684&view=pvt"
"0105965";"Cerulyx auric. druppels oploss. 10 ml 455 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4812";"http://www.bcfi.be/nl/contents/jump?amppid=4812&view=pvt"
"0019455";"Anafranil omh. tabl. 150 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=448";"http://www.bcfi.be/nl/contents/jump?amppid=448&view=pvt"
"2355261";"Suprasorb A + AG verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129361";"http://www.bcfi.be/nl/contents/jump?amppid=129361&view=pvt"
"0019554";"Androcur tabl. (deelb.) 50 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=455";"http://www.bcfi.be/nl/contents/jump?amppid=455&view=pvt"
"0020214";"Aldactazine 25/15 tabl. (deelb.) 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=471";"http://www.bcfi.be/nl/contents/jump?amppid=471&view=pvt"
"0022715";"Clopixol filmomh. tabl. 100 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=554";"http://www.bcfi.be/nl/contents/jump?amppid=554&view=pvt"
"0835041";"Bleu Patente V Sodique inj. oploss. s.c. [amp.] 5 x 2 ml 2,5 g / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=11825";"http://www.bcfi.be/nl/contents/jump?amppid=11825&view=pvt"
"3359510";"Mirvaso gel 10 g 3,3 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=134817";"http://www.bcfi.be/nl/contents/jump?amppid=134817&view=pvt"
"3007663";"Aricept (PIP) filmomh. tabl. 98 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=68940";"http://www.bcfi.be/nl/contents/jump?amppid=68940&view=pvt"
"0685750";"Normacol gran. (zakjes) 30 x 6,2 g";"http://www.bcfi.be/nl/contents/jump?amppid=10769";"http://www.bcfi.be/nl/contents/jump?amppid=10769&view=pvt"
"1762780";"Urgomed verband 10 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104513";"http://www.bcfi.be/nl/contents/jump?amppid=104513&view=pvt"
"0030049";"Cerubidine inf. oploss. (pdr. + solv.) i.v. [flac. + amp.] 1 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=836";"http://www.bcfi.be/nl/contents/jump?amppid=836&view=pvt"
"0033597";"Depo-Medrol inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [flac.] 3 x 40 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1000";"http://www.bcfi.be/nl/contents/jump?amppid=1000&view=pvt"
"3007671";"Aricept (PIP) filmomh. tabl. 98 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=68957";"http://www.bcfi.be/nl/contents/jump?amppid=68957&view=pvt"
"0099960";"Aethoxysklerol 2 % inj. oploss. i.v./s.mucos. [amp.] 5 x 40 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4341";"http://www.bcfi.be/nl/contents/jump?amppid=4341&view=pvt"
"0034058";"De Icol 1/4 ocul. druppels oploss. 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1107";"http://www.bcfi.be/nl/contents/jump?amppid=1107&view=pvt"
"0036863";"Depo-Medrol inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit] 3 x 40 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1263";"http://www.bcfi.be/nl/contents/jump?amppid=1263&view=pvt"
"0099986";"Aethoxysklerol 3 % inj. oploss. i.v./s.mucos. [amp.] 5 x 60 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4358";"http://www.bcfi.be/nl/contents/jump?amppid=4358&view=pvt"
"0099952";"Aethoxysklerol 1 % inj. oploss. i.v./s.mucos. [amp.] 5 x 20 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4333";"http://www.bcfi.be/nl/contents/jump?amppid=4333&view=pvt"
"0055699";"Marevan tabl. (deelb.) 25 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2402";"http://www.bcfi.be/nl/contents/jump?amppid=2402&view=pvt"
"0039834";"Erythrocine inf. oploss. (pdr.) i.v. [flac.] 1 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=1404";"http://www.bcfi.be/nl/contents/jump?amppid=1404&view=pvt"
"3041993";"Suprasorb Liquacel verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=131326";"http://www.bcfi.be/nl/contents/jump?amppid=131326&view=pvt"
"0801035";"Effortil tabl. (deelb.) 50 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=10868";"http://www.bcfi.be/nl/contents/jump?amppid=10868&view=pvt"
"0037556";"Effortil druppels oploss. 50 ml 7,5 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1339";"http://www.bcfi.be/nl/contents/jump?amppid=1339&view=pvt"
"0037457";"Dulcolax Bisacodyl maagsapresist. tabl. 40 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1313";"http://www.bcfi.be/nl/contents/jump?amppid=1313&view=pvt"
"0104752";"Buscopan zetpil 6 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4689";"http://www.bcfi.be/nl/contents/jump?amppid=4689&view=pvt"
"0053330";"Laxoberon druppels oploss. 15 ml 7,5 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2238";"http://www.bcfi.be/nl/contents/jump?amppid=2238&view=pvt"
"0041772";"Fluanxol filmomh. tabl. 50 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1628";"http://www.bcfi.be/nl/contents/jump?amppid=1628&view=pvt"
"0042119";"Floxapen harde caps. 16 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1644";"http://www.bcfi.be/nl/contents/jump?amppid=1644&view=pvt"
"0134858";"Temesta tabl. (deelb.) 20 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6403";"http://www.bcfi.be/nl/contents/jump?amppid=6403&view=pvt"
"0134866";"Temesta tabl. (deelb.) 50 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6411";"http://www.bcfi.be/nl/contents/jump?amppid=6411&view=pvt"
"0098673";"Wylaxine tabl. (deelb.) 20 x 120 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4234";"http://www.bcfi.be/nl/contents/jump?amppid=4234&view=pvt"
"0030536";"Chloronguent zalf 40 g 15 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=869";"http://www.bcfi.be/nl/contents/jump?amppid=869&view=pvt"
"2768174";"Carboplatin Sandoz inf. oploss. (conc.) i.v. [flac.] 1 x 450 mg / 45 ml";"http://www.bcfi.be/nl/contents/jump?amppid=127126";"http://www.bcfi.be/nl/contents/jump?amppid=127126&view=pvt"
"0043265";"Gabbroral tabl. 16 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1727";"http://www.bcfi.be/nl/contents/jump?amppid=1727&view=pvt"
"0048942";"Inderal filmomh. tabl. (deelb.) 100 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1982";"http://www.bcfi.be/nl/contents/jump?amppid=1982&view=pvt"
"0043950";"Gestiferrol 0,5/200 tabl. (deelb.) 36 x";"http://www.bcfi.be/nl/contents/jump?amppid=1743";"http://www.bcfi.be/nl/contents/jump?amppid=1743&view=pvt"
"3280187";"Propranolol Teva harde caps. geregul. afgifte HCl Retard 30 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127969";"http://www.bcfi.be/nl/contents/jump?amppid=127969&view=pvt"
"0824607";"Fluimucil Antibiotic endotrach./inhal./nas. druppels/verneveloploss. (pdr. + solv.) [druppelfl.] 1 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=11452";"http://www.bcfi.be/nl/contents/jump?amppid=11452&view=pvt"
"2768042";"Carboplatin Sandoz inf. oploss. (conc.) i.v. [flac.] 5 x 50 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=127100";"http://www.bcfi.be/nl/contents/jump?amppid=127100&view=pvt"
"2866481";"Carboplatin Sandoz inf. oploss. (conc.) i.v. [flac.] 1 x 600 mg / 60 ml";"http://www.bcfi.be/nl/contents/jump?amppid=127134";"http://www.bcfi.be/nl/contents/jump?amppid=127134&view=pvt"
"0094086";"Urfamycine inj./instill. oploss. (pdr. + solv.) i.m./i.v./i.vesic./endotrach./i.perit./i.pleur. [flac. + amp.] 3 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4036";"http://www.bcfi.be/nl/contents/jump?amppid=4036&view=pvt"
"0049130";"Imodium harde caps. 60 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2006";"http://www.bcfi.be/nl/contents/jump?amppid=2006&view=pvt"
"0042887";"Fluimucil Antibiotic endotrach./inhal./nas. druppels/verneveloploss. (pdr. + solv.) [druppelfl.] 3 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1701";"http://www.bcfi.be/nl/contents/jump?amppid=1701&view=pvt"
"0813220";"Fructines zuigtabl. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=11163";"http://www.bcfi.be/nl/contents/jump?amppid=11163&view=pvt"
"0131375";"Sulfarlem S25 omh. tabl. 60 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6247";"http://www.bcfi.be/nl/contents/jump?amppid=6247&view=pvt"
"0119495";"Boorzuur Vaseline zalf 20 g 100 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=58511";"http://www.bcfi.be/nl/contents/jump?amppid=58511&view=pvt"
"1665413";"Imovane (PIP) filmomh. tabl. (deelb.) 30 x 7,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=62307";"http://www.bcfi.be/nl/contents/jump?amppid=62307&view=pvt"
"0050005";"Imap inj. susp. i.m. [flac.] 6 ml 2 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2048";"http://www.bcfi.be/nl/contents/jump?amppid=2048&view=pvt"
"0134841";"Tranxene harde caps. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6395";"http://www.bcfi.be/nl/contents/jump?amppid=6395&view=pvt"
"0134833";"Tranxene harde caps. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6387";"http://www.bcfi.be/nl/contents/jump?amppid=6387&view=pvt"
"0136283";"Vibtil omh. tabl. 40 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6510";"http://www.bcfi.be/nl/contents/jump?amppid=6510&view=pvt"
"0603050";"Sofraline 7800/0,5 nas. spray oploss. 15 ml";"http://www.bcfi.be/nl/contents/jump?amppid=9571";"http://www.bcfi.be/nl/contents/jump?amppid=9571&view=pvt"
"0054262";"Lincocin inf. oploss. (conc.) i.v. [voorgev. spuit] 6 x 600 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2279";"http://www.bcfi.be/nl/contents/jump?amppid=2279&view=pvt"
"2304830";"Tegaderm Hydrocolloid verband Thin [Ovaal] 6 x (17 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105023";"http://www.bcfi.be/nl/contents/jump?amppid=105023&view=pvt"
"2304848";"Tegaderm Hydrocolloid verband Thin 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105031";"http://www.bcfi.be/nl/contents/jump?amppid=105031&view=pvt"
"2305084";"Tegaderm Foam verband Adhesive 10 x (14,3 x 14,3 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105163";"http://www.bcfi.be/nl/contents/jump?amppid=105163&view=pvt"
"2305100";"Tegaderm Foam verband Adhesive [Ovaal] 5 x (14,3 x 15,6 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105171";"http://www.bcfi.be/nl/contents/jump?amppid=105171&view=pvt"
"2315570";"Mepilex verband Heel 5 x (13 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105205";"http://www.bcfi.be/nl/contents/jump?amppid=105205&view=pvt"
"2408201";"Algisite M verband 10 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105510";"http://www.bcfi.be/nl/contents/jump?amppid=105510&view=pvt"
"2443026";"Mepilex verband 16 x (12,5 x 12,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105866";"http://www.bcfi.be/nl/contents/jump?amppid=105866&view=pvt"
"2479962";"Copa verband Plus 10 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105973";"http://www.bcfi.be/nl/contents/jump?amppid=105973&view=pvt"
"2479970";"Copa verband Plus 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105981";"http://www.bcfi.be/nl/contents/jump?amppid=105981&view=pvt"
"2479988";"Copa verband Plus 10 x (7,5 x 8,8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105999";"http://www.bcfi.be/nl/contents/jump?amppid=105999&view=pvt"
"3006517";"Noctamid (Impexeco) tabl. (deelb.) 30 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=72140";"http://www.bcfi.be/nl/contents/jump?amppid=72140&view=pvt"
"3117058";"Allevyn verband Life 10 x (12,9 x 12,9 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=108480";"http://www.bcfi.be/nl/contents/jump?amppid=108480&view=pvt"
"0458117";"Tilcotil omh. tabl. (deelb.) 60 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=8755";"http://www.bcfi.be/nl/contents/jump?amppid=8755&view=pvt"
"0309054";"Duoderm E verband Border 5 x (14 x 14 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102715";"http://www.bcfi.be/nl/contents/jump?amppid=102715&view=pvt"
"2480085";"Copa verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106054";"http://www.bcfi.be/nl/contents/jump?amppid=106054&view=pvt"
"0309088";"Duoderm E verband Border [Driehoekig] 5 x (20 x 23 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102749";"http://www.bcfi.be/nl/contents/jump?amppid=102749&view=pvt"
"0472753";"Duoderm verband Extra dun 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102830";"http://www.bcfi.be/nl/contents/jump?amppid=102830&view=pvt"
"0486266";"Noscaflex Expectorans 33,3/5 siroop oploss. 200 ml";"http://www.bcfi.be/nl/contents/jump?amppid=9100";"http://www.bcfi.be/nl/contents/jump?amppid=9100&view=pvt"
"0472779";"Duoderm verband Extra dun 10 x (5 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102848";"http://www.bcfi.be/nl/contents/jump?amppid=102848&view=pvt"
"0681247";"Duoderm E verband 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102897";"http://www.bcfi.be/nl/contents/jump?amppid=102897&view=pvt"
"2070910";"Hyperiplant omh. tabl. 90 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=32136";"http://www.bcfi.be/nl/contents/jump?amppid=32136&view=pvt"
"3365129";"Praluent inj. oploss. s.c. [voorgev. pen] 6 x 75 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134379";"http://www.bcfi.be/nl/contents/jump?amppid=134379&view=pvt"
"0291948";"Halcion tabl. (deelb.) 10 x 0,25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=7427";"http://www.bcfi.be/nl/contents/jump?amppid=7427&view=pvt"
"0805358";"Camcolit tabl. (deelb.) 100 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=10918";"http://www.bcfi.be/nl/contents/jump?amppid=10918&view=pvt"
"2140945";"Permafoam verband Sacral 3 x (22 x 22 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104679";"http://www.bcfi.be/nl/contents/jump?amppid=104679&view=pvt"
"2140952";"Permafoam verband Concave 3 x (16,5 x 18 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104687";"http://www.bcfi.be/nl/contents/jump?amppid=104687&view=pvt"
"2140960";"Permafoam verband Cavity 3 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104695";"http://www.bcfi.be/nl/contents/jump?amppid=104695&view=pvt"
"2140986";"Permafoam verband [Rond] 10 x (6 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104711";"http://www.bcfi.be/nl/contents/jump?amppid=104711&view=pvt"
