"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"3035789";"MBCB";"0019794";"G";"4259-612";"O";"Capecitabine EG filmomh. tabl. 120x 500mg";"_";"00009";"_";120;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";196.5800;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"5058";"capecitabine oraal 500 mg [no switch: onco]";false;true;"_";true;false;false;true;false
"3059961";"JKBA";"0009399";"G";"16584-1636";"O";"Memantine Sandoz filmomh. tabl. (deelb.) 98x 10mg";"_";"00007";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";43.9400;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";11.6600;11.4300;6.7900;"20362";"memantine oraal 10 mg";false;true;"_";true;false;false;true;false
"3036043";"MBCB";"0019794";"G";"4234-67";"O";"Capecitabine Accord filmomh. tabl. 120x 500mg";"_";"00009";"_";120;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";196.5800;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"5058";"capecitabine oraal 500 mg [no switch: onco]";false;true;"_";true;false;false;true;false
"3091873";"JBDG";"0007971";"G";"23507-1636";"O";"Risperidon Sandoz filmomh. tabl. (deelb.) 100x 4mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";105.3200;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";14.8000;14.8000;9.8000;"27698";"risperidon oraal 4 mg";false;true;"_";true;false;false;true;false
"3069416";"JCDD";"0008136";"G";"27409-612";"O";"Trazodone EG tabl. (deelb. in 4) 90x 100mg";"_";"00371";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";11.0100;"_";"_";"_";"_";"tabl. (deelb. in 4)";2.5100;2.2600;1.3600;"31336";"trazodon oraal 100 mg";false;true;"_";true;false;false;true;false
"3072634";"EECA";"0005074";"G";"19950-1636";"O";"Omnitrope inj. oploss. s.c. [patr.] voor SurePal Pen 10 10x 10mg/1,5ml";"_";"00441";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";1990.2600;"_";"_";"_";"_";"inj. oploss. s.c. [patr.] voor SurePal Pen 10";119.0000;11.9000;7.9000;"28944";"somatropine injectie 10 mg / 1,5 ml [NOVOS: biological]";false;true;"_";true;false;false;true;false
"3128105";"JKBA";"0009399";"G";"16592-1818";"O";"Memantine Teva filmomh. tabl. 98x 20mg";"_";"00009";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";37.5200;"_";"_";"_";"_";"filmomh. tabl.";10.1000;9.9000;5.8900;"20370";"memantine oraal 20 mg";false;true;"_";true;false;false;true;false
"3090081";"AEC";"0000612";"G";"3418-612";"O";"Bisoprolol EG tabl. (deelb.) 60x 10mg";"_";"00010";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";13.2600;"_";"_";"_";"_";"tabl. (deelb.)";5.0700;3.0400;1.8200;"3863";"bisoprolol oraal 10 mg";false;true;"_";true;false;false;true;false
"3090073";"AEC";"0000612";"G";"3418-612";"O";"Bisoprolol EG tabl. (deelb.) 30x 10mg";"_";"00010";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";10.3800;"_";"_";"_";"_";"tabl. (deelb.)";6.8000;2.0400;1.2300;"3863";"bisoprolol oraal 10 mg";false;true;"_";true;false;false;true;false
"3090057";"AEC";"0000612";"G";"3418-612";"O";"Bisoprolol EG tabl. (deelb.) 30x 5mg";"_";"00010";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";7.7700;"_";"_";"_";"_";"tabl. (deelb.)";3.8000;1.1400;0.6800;"3913";"bisoprolol oraal 5 mg";false;true;"_";true;false;false;true;false
"1386267";"KAAABA";"0009498";"_";"10512-2485";"O";"Floxapen inj./inf. oploss. (pdr.) [flac.] 10x 250mg";"_";"00179";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. oploss. (pdr.) i.m./i.v. [flac.]";0.0000;0.0000;0.0000;"13029";"flucloxacilline injectie/infusie 250 mg";false;false;"_";false;false;false;true;false
"1386275";"KAAABA";"0009498";"_";"10512-2485";"O";"Floxapen inj./inf. oploss. (pdr.) [flac.] 10x 500mg";"_";"00179";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. oploss. (pdr.) i.m./i.v. [flac.]";0.0000;0.0000;0.0000;"13037";"flucloxacilline injectie/infusie 500 mg";false;false;"_";false;false;false;true;false
"3090040";"AEC";"0000612";"G";"3418-612";"O";"Bisoprolol EG tabl. (deelb.) 60x 2,5mg";"_";"00010";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";7.9000;"_";"_";"_";"_";"tabl. (deelb.)";1.9800;1.1900;0.7100;"3889";"bisoprolol oraal 2,5 mg";false;true;"_";true;false;false;true;false
"3066933";"AADF";"0000166";"B";"26161-1636";"U";"Telmisartan/Hydrochlorothiazide Sandoz 80/25 omh. tabl. 98x";"_";"00046";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";32.1800;"_";"_";"_";"_";"omh. tabl.";8.8100;8.6300;5.1300;"29876";"telmisartan + hydrochloorthiazide oraal 80 mg + 25 mg";false;false;"_";false;false;false;true;false
"3120755";"AHCDA";"0001222";"G";"10371-612";"O";"Flecainide EG harde caps. verl. afgifte 60x 100mg";"_";"00365";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";19.7500;"_";"_";"_";"_";"harde caps. verl. afgifte";8.7800;5.2700;3.1600;"12963";"flecaïnide oraal (gereg. afgifte) 100 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"3093911";"JLA";"0020461";"G";"26500-208";"O";"Tetrabenazine AOP Orphan Pharmaceuticals tabl. (deelb.) 112x 25mg";"_";"00010";"_";112;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";154.9900;"_";"_";"_";"_";"tabl. (deelb.)";13.2100;14.8000;9.8000;"30197";"tetrabenazine oraal 25 mg";false;true;"_";true;false;false;true;false
"3116324";"BAABA";"0001875";"G";"5843-1636";"O";"Clopidogrel Sandoz filmomh. tabl. 30x 75mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";8.1000;"_";"_";"_";"_";"filmomh. tabl.";4.2000;1.2600;0.7500;"7328";"clopidogrel oraal 75 mg";false;true;"_";true;false;false;true;false
"3093143";"JCAAB";"0008177";"G";"9456-1818";"O";"Escitalopram Teva filmomh. tabl. (deelb.) 98x 15mg";"_";"00007";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";22.8100;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";6.5300;6.4000;3.8100;"11189";"escitalopram oraal 15 mg";false;true;"_";true;false;false;true;false
"3046141";"JCAAB";"0008177";"G";"9449-1636";"O";"Escitalopram Sandoz filmomh. tabl. 28x 5mg";"_";"00009";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";10.0100;"_";"_";"_";"_";"filmomh. tabl.";6.8200;1.9100;1.1500;"11205";"escitalopram oraal 5 mg";false;true;"_";true;false;false;true;false
"3070414";"ADABB";"0000463";"R";"14621-2097";"O";"Lasix inj./inf. oploss. [amp.] 6x 20mg/2ml";"_";"00101";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";6.8900;"_";"_";"_";"_";"inj./inf. oploss. i.m./i.v. [amp.]";15.3300;0.9200;0.6300;"13938";"furosemide injectie/infusie 20 mg / 2 ml";false;false;"_";true;false;false;true;false
"3028065";"LDAAB";"0012369";"G";"5041-1818";"O";"Cetirizine Teva filmomh. tabl. (deelb.) 100x 10mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"cs";17.2500;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";10.5800;10.5800;10.5800;"5934";"cetirizine oraal 10 mg";false;true;"_";true;false;false;true;false
"3028040";"LDAAB";"0012369";"G";"5041-1818";"O";"Cetirizine Teva filmomh. tabl. (deelb.) 20x 10mg";"_";"00007";"_";20;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"cs";7.4000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";12.1500;2.4300;2.4300;"5934";"cetirizine oraal 10 mg";false;true;"_";true;false;false;true;false
"3175510";"KABBA";"0009837";"G";"2758-612";"O";"Azithromycine EG filmomh. tabl. (deelb.) 24x 500mg";"_";"00007";"_";24;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c4";39.7600;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";61.6700;14.8000;9.8000;"2790";"azithromycine oraal 500 mg";false;true;"_";true;false;false;true;false
"2788610";"JBDE";"0007955";"B";"29553-935";"C";"Xeplion inj. susp. verl. afgifte i.m. [voorgev. spuit] 2 (1x+1x)";"_";"00070";"_";1;"x";2.0000;"x";"_";"_";0.0000;"_";"_";"1+1";"R";"b4";909.6100;"_";"_";"_";"_";"inj. susp. verl. afgifte i.m. [voorgev. spuit]";595.0000;11.9000;7.9000;"33852";"paliperidon injectie (gereg. afgifte) 150 mg / 1,5 ml (I) + paliperidon injectie (gereg. afgifte) 100 mg / 1 ml (II)";false;false;"_";true;false;false;true;false
"3004363";"KDCACB";"0011015";"B";"13235-935";"O";"Intelence disp. tabl. (deelb.) 120x 25mg";"_";"00089";"_";120;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";114.6800;"_";"_";"_";"_";"disp. tabl. (deelb.)";0.0000;0.0000;0.0000;"33746";"etravirine oraal 25 mg";false;false;"_";true;false;false;true;false
"3042355";"JIAAA";"0009175";"B";"1149-1636";"O";"Almotriptan Sandoz filmomh. tabl. 12x 12,5mg";"_";"00009";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";20.4500;"_";"_";"_";"_";"filmomh. tabl.";45.9200;5.5100;3.3100;"1206";"almotriptan oraal 12,5 mg";false;false;"_";true;false;false;true;false
"0319442";"DBBAA";"0004002";"_";"16097-1172";"O";"Lysox oploss. (gran., zakjes) 30x 200mg";"_";"00150";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";7.2000;"_";"_";"_";"_";"oploss. (gran., zakjes)";24.0000;7.2000;7.2000;"265";"acetylcysteïne oraal 200 mg";false;false;"_";false;false;false;true;false
"3414174";"AADC";"0025809";"G";"33514-1701";"U";"Bipressil 10/5 filmomh. tabl. 30x";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";16.9600;"_";"_";"_";"_";"filmomh. tabl.";14.3700;4.3100;2.5900;"36798";"bisoprolol + perindopril oraal 10 mg + eq. 4 mg";false;true;"_";true;false;false;true;false
"3415429";"LBAA";"0011874";"_";"18028-414";"O";"Multigam 10% inf. oploss. i.v. [flac.] 1x 5g/50ml";"_";"00064";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"16816";"immunoglobulinen infusie 5 g / 50 ml [NOVOS: biological]";false;false;"_";false;false;false;true;false
"0107359";"KAAACB";"0009530";"G";"5579-828";"O";"Clamoxyl siroop susp. (pdr.) 80ml 250mg/5ml";"_";"00075";"_";1;"x";80.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"c";7.0500;"_";"_";"_";"_";"siroop susp. (pdr.)";2.1900;1.7500;1.7500;"1859";"amoxicilline oraal 250 mg / 5 ml";false;true;"_";true;false;false;true;false
"3417797";"DAEA";"0003780";"B";"13268-455";"U";"Inuvair 200/6 inhalatiepdr. Nexthaler 120dos.";"_";"00207";"_";1;"x";120.0000;"dos.";"_";"_";0.0000;"_";"_";"_";"R";"b2";46.6500;"_";"_";onderhoudsbehandeling van astma (100/6 en 200/6) en van ernstig tot zeer ernstig COPD (100/6): 2 x p.d. 1 à 2 doses;"_";"inhalatiepdr. Nexthaler";9.9200;11.9000;7.1800;"36418";"beclometason + formoterol inhalatie 200 µg + 6 µg / 1 dos. [no switch: inhalatie]";false;false;"_";true;false;false;true;false
"3417904";"MFA";"0013201";"_";"33928-935";"O";"Darzalex inf. oploss. (conc.) i.v. [flac.] 1x 400mg/20ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"37168";"daratumumab infusie 400 mg / 20 ml [NOVOS: biological]";true;false;"_";false;false;false;true;false
"3417912";"MFA";"0013201";"_";"33928-935";"O";"Darzalex inf. oploss. (conc.) i.v. [flac.] 1x 100mg/5ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"37150";"daratumumab infusie 100 mg / 5 ml [NOVOS: biological]";true;false;"_";false;false;false;true;false
"3421484";"KBCE";"0010512";"_";"33829-1289";"O";"Voriconazole Mylan inf. oploss. (pdr.) i.v. [flac.] 1x 200mg";"_";"00302";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (pdr.) i.v. [flac.]";0.0000;0.0000;0.0000;"32243";"voriconazol infusie 200 mg";false;false;"_";false;false;false;true;false
"3421534";"LCBNA";"0021436";"B";"31799-1347";"O";"Cosentyx inj. oploss. s.c. [voorgev. spuit] 1x 150mg/1ml";"_";"00095";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";564.2000;"_";"_";"_";"_";"inj. oploss. s.c. [voorgev. spuit]";1190.0000;11.9000;7.9000;"35063";"secukinumab injectie 150 mg / 1 ml [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3417805";"DAEA";"0003780";"B";"13268-455";"U";"Inuvair 200/6 dosisaerosol oploss. 120dos.";"_";"00192";"_";1;"x";120.0000;"dos.";"_";"_";0.0000;"_";"_";"_";"R";"b2";46.6500;"_";"_";onderhoudsbehandeling van astma (100/6 en 200/6) en van ernstig tot zeer ernstig COPD (100/6): 2 x p.d. 1 à 2 doses;"_";"dosisaerosol oploss. [inhalator]";9.9200;11.9000;7.1800;"36418";"beclometason + formoterol inhalatie 200 µg + 6 µg / 1 dos. [no switch: inhalatie]";false;false;"_";true;false;false;true;false
"3415452";"LBAA";"0011874";"_";"18028-414";"O";"Multigam 10% inf. oploss. i.v. [flac.] 1x 20g/200ml";"_";"00064";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"16683";"immunoglobulinen infusie 20 g / 200 ml [NOVOS: biological]";false;false;"_";false;false;false;true;false
"0107342";"KAAACB";"0009530";"G";"5579-828";"O";"Clamoxyl siroop susp. (pdr.) 80ml 125mg/5ml";"_";"00075";"_";1;"x";80.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"c";6.1300;"_";"_";"_";"_";"siroop susp. (pdr.)";1.2900;1.0300;1.0300;"1776";"amoxicilline oraal 125 mg / 5 ml";false;true;"_";true;false;false;true;false
"3423092";"JEBAA";"0008417";"_";"18945-1396";"O";"Niquitin medic. kauwgom Freshmint 100x 4mg";"_";"00805";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";24.2500;"_";"_";"_";"_";"medic. kauwgom Freshmint";24.2500;24.2500;24.2500;"22921";"nicotine oraal 4 mg";false;false;"_";false;false;false;true;false
"3424892";"BBAA";"0002246";"B";"33282-299";"O";"Kovaltry inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 2000IE";"_";"00130";"_";1;"x";"_";"_";"_";"_";5.0000;"ml";"s";"_";"R";"a4";1776.0100;"_";"_";"_";"_";"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"23408";"octocog alfa injectie 2 000 IE [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3424900";"BBAA";"0002246";"B";"33282-299";"O";"Kovaltry inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 1000IE";"_";"00130";"_";1;"x";"_";"_";"_";"_";2.5000;"ml";"s";"_";"R";"a4";962.9600;"_";"_";"_";"_";"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"23382";"octocog alfa injectie 1 000 IE [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3424926";"BBAA";"0002246";"B";"33282-299";"O";"Kovaltry inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 500IE";"_";"00130";"_";1;"x";"_";"_";"_";"_";2.5000;"ml";"s";"_";"R";"a4";488.9400;"_";"_";"_";"_";"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"23457";"octocog alfa injectie 500 IE [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3426525";"JCBBA";"0008086";"B";"33175-1636";"O";"Duloxetine Sandoz harde maagsapresist. caps. 28x 30mg";"_";"00058";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.6700;"_";"_";"_";"_";"harde maagsapresist. caps.";13.7900;3.8600;2.3200;"10017";"duloxetine oraal 30 mg";false;false;"_";false;false;false;true;false
"3426541";"JCBBA";"0008086";"G";"33175-1636";"O";"Duloxetine Sandoz harde maagsapresist. caps. 28x 60mg";"_";"00058";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";18.4700;"_";"_";"_";"_";"harde maagsapresist. caps.";17.2500;4.8300;2.9000;"10033";"duloxetine oraal 60 mg";false;true;"_";true;false;false;true;false
"3426558";"JCBBA";"0008086";"G";"33175-1636";"O";"Duloxetine Sandoz harde maagsapresist. caps. 98x 60mg";"_";"00058";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";41.1600;"_";"_";"_";"_";"harde maagsapresist. caps.";10.9900;10.7700;6.4000;"10033";"duloxetine oraal 60 mg";false;true;"_";true;false;false;true;false
"0841965";"KAAABA";"0009498";"B";"25148-1891";"O";"Staphycid harde caps. 16x 500mg";"_";"00011";"_";16;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";14.0600;"_";"_";"_";"_";"harde caps.";41.3800;6.6200;6.6200;"13045";"flucloxacilline oraal 500 mg";false;false;"_";true;false;false;true;false
"3430352";"BBAD";"0002253";"B";"33456-513";"O";"Idelvion inj. oploss. (pdr.+solv.) i.v. [2x flac.] 500IE";"_";"00060";"_";1;"x";"_";"_";"_";"_";2.5000;"ml";"s";"_";"R";"a4";1088.8400;"_";"weesgeneesmiddel";"_";"_";"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"36657";"albutrepenonacog alfa injectie 500 IE [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3431822";"KBCE";"0010512";"G";"28746-1446";"O";"Vfend filmomh. tabl. 28x 200mg";"_";"00009";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";563.2000;"_";"_";"_";"_";"filmomh. tabl.";42.5000;11.9000;7.9000;"32250";"voriconazol oraal 200 mg";false;true;"_";true;false;false;true;false
"3432184";"JBDE";"0007955";"B";"33555-935";"O";"Trevicta inj. susp. verl. afgifte i.m. [voorgev. spuit] 1x 525mg/2,625ml";"_";"00070";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";1586.6800;"_";"_";"_";"_";"inj. susp. verl. afgifte i.m. [voorgev. spuit]";1190.0000;11.9000;7.9000;"36889";"paliperidon injectie (gereg. afgifte) 525 mg / 2,625 ml";false;false;"_";true;false;false;true;false
"3432317";"KBCE";"0010512";"G";"33886-67";"O";"Voriconazole Accord filmomh. tabl. 30x 50mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";178.9400;"_";"_";"_";"_";"filmomh. tabl.";39.6700;11.9000;7.9000;"32268";"voriconazol oraal 50 mg";false;true;"_";true;false;false;true;false
"3432325";"KBCE";"0010512";"G";"33886-67";"O";"Voriconazole Accord filmomh. tabl. 30x 200mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";602.7500;"_";"_";"_";"_";"filmomh. tabl.";39.6700;11.9000;7.9000;"32250";"voriconazol oraal 200 mg";false;true;"_";true;false;false;true;false
"3433760";"MHA";"0013243";"_";"33498-1347";"O";"Farydak harde caps. 6x 20mg";"_";"00011";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"harde caps.";0.0000;0.0000;0.0000;"36749";"panobinostat oraal 20 mg [no switch: onco]";true;false;"_";false;false;false;true;false
"3434719";"JEBAA";"0008417";"_";"18820-943";"O";"Nicorette oromuc. spray oploss. Freshmint 2x150dos. 1mg/1dos.";"_";"00333";"_";2;"x";150.0000;"dos.";"_";"_";0.0000;"_";"_";"_";"_";"_";51.3800;"_";"_";"_";"_";"oromuc. spray oploss. Freshmint";17.1300;51.3800;51.3800;"22889";"nicotine oromucosaal 1 mg / 1 dos.";false;false;"_";false;false;false;true;false
"3435245";"BAABA";"0001875";"G";"33100-1289";"O";"Clopidogrel Mylan filmomh. tabl. 90x 75mg";"_";"00009";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.4100;"_";"_";"_";"_";"filmomh. tabl.";4.1900;3.7700;2.2600;"7328";"clopidogrel oraal 75 mg";false;true;"_";true;false;false;true;false
"3144649";"JGBAA";"0008821";"R";"26096-1529";"O";"Tegretol (PIP) tabl. (deelb.) 50x 200mg";"_";"00010";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b";8.7100;"_";"parallelinvoer";"_";"_";"tabl. (deelb.)";5.0600;2.5300;2.1800;"5157";"carbamazepine oraal 200 mg [no switch: nauwe TT marge]";false;false;"_";true;false;false;true;false
"3435997";"MBCF";"0012864";"_";"11593-2485";"O";"Gemcitabine AB inf. oploss. (conc.) i.v. [flac.] 1x 200mg/5ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"14498";"gemcitabine infusie 200 mg / 5 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"3436003";"MBCF";"0012864";"_";"11593-2485";"O";"Gemcitabine AB inf. oploss. (conc.) i.v. [flac.] 1x 2g/50ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"14522";"gemcitabine infusie 2 g / 50 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"3436011";"MBCF";"0012864";"_";"11593-2485";"O";"Gemcitabine AB inf. oploss. (conc.) i.v. [flac.] 1x 1g/25ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"14423";"gemcitabine infusie 1 g / 25 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"3439213";"HCBB";"0017954";"G";"33308-1636";"U";"Tramadol/Paracetamol Sandoz 37,5/325 tabl. 20x";"_";"00002";"_";20;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";7.4000;"_";"_";"_";"_";"tabl.";10.1000;2.0200;2.0200;"31203";"tramadol + paracetamol oraal 37,5 mg + 325 mg";false;true;"_";true;false;false;true;false
"3439221";"HCBB";"0017954";"G";"33308-1636";"U";"Tramadol/Paracetamol Sandoz 37,5/325 tabl. 60x";"_";"00002";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";13.0000;"_";"_";"_";"_";"tabl.";9.8200;5.8900;5.8900;"31203";"tramadol + paracetamol oraal 37,5 mg + 325 mg";false;true;"_";true;false;false;true;false
"0824722";"OMBA";"0014753";"_";"8425-2253";"O";"Duoderm verband 2x (10x10cm)";"_";"00294";"_";2;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";7.0400;"_";"_";"_";"_";"verband";352.0000;7.0400;7.0400;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"3439239";"HCBB";"0017954";"G";"33308-1636";"U";"Tramadol/Paracetamol Sandoz 37,5/325 tabl. 100x";"_";"00002";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";16.0000;"_";"_";"_";"_";"tabl.";7.9600;7.9600;7.9600;"31203";"tramadol + paracetamol oraal 37,5 mg + 325 mg";false;true;"_";true;false;false;true;false
"3440260";"HBAA";"0006437";"_";"34058-216";"O";"Paracetabs filmomh. tabl. (deelb.) Forte 30x 1g";"_";"00036";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";6.1900;"_";"op voorschrift of op schriftelijke aanvraag van de patiënt";"_";"_";"filmomh. tabl. (deelb.) Forte";20.6300;6.1900;6.1900;"24745";"paracetamol oraal 1 g";false;false;"_";false;false;false;true;false
"3440278";"HBAA";"0006437";"_";"34058-216";"O";"Paracetabs filmomh. tabl. (deelb.) 30x 500mg";"_";"00007";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";3.5200;"_";"op voorschrift of op schriftelijke aanvraag van de patiënt";"_";"_";"filmomh. tabl. (deelb.)";11.7300;3.5200;3.5200;"24901";"paracetamol oraal 500 mg";false;false;"_";false;false;false;true;false
"3440872";"HBAA";"0006437";"_";"34058-216";"O";"Paracetabs filmomh. tabl. (deelb.) Forte 10x 1g";"_";"00036";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";2.0600;"_";"_";"_";"_";"filmomh. tabl. (deelb.) Forte";20.6000;2.0600;2.0600;"24745";"paracetamol oraal 1 g";false;false;"_";false;false;false;true;false
"3445822";"HBAA";"0006437";"G";"34058-216";"O";"Paracetabs filmomh. tabl. (deelb.) Forte 60x 1g";"_";"00036";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";8.1800;"_";"op voorschrift of op schriftelijke aanvraag van de patiënt";"_";"_";"filmomh. tabl. (deelb.) Forte";2.1300;1.2800;0.7700;"24745";"paracetamol oraal 1 g";false;true;"_";true;false;false;true;false
