"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2834133";"00674";"1";"BBAF";"0002261";"21725-414";"PPSB S.D. inj. oploss. (pdr.+solv.) i.v. [2x flac.]";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";3;"factor IX";;;400.0000;"IE";;0.0000;;1000.0000;"E6 IE";true;false
"2834133";"00678";"1";"BBAF";"0002261";"21725-414";"PPSB S.D. inj. oploss. (pdr.+solv.) i.v. [2x flac.]";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";4;"factor X";;;300.0000;"IE";;0.0000;;1000.0000;"E6 IE";true;false
"1360155";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 20x 200mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1349505";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar inj./inf. oploss. (conc.) i.v. Cytosafe [flac.] 1x 1g/10ml";0;"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]";1;"cytarabine";;;1.0000;"g";"/";10.0000;"ml";0.0000;;true;false
"1349497";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar inj./inf. oploss. (conc.) i.v. Cytosafe [flac.] 1x 2g/20ml";0;"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]";1;"cytarabine";;;2.0000;"g";"/";20.0000;"ml";0.0000;;true;false
"1349430";"01415";"1";"AJD";"0001479";"21501-612";"Piracetam EG filmomh. tabl. (deelb.) 112x 1,2g";0;"filmomh. tabl. (deelb.)";1;"piracetam";;;1.2000;"g";;0.0000;;0.0000;;true;false
"1557289";"01990";"1";"OMBA";"0014753";"950-1917";"Algoplaque verband Film 3x (10x10cm)";0;"verband Film";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2246544";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 200mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1360148";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 20x 150mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2246577";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 150mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"1360130";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 30x 100mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2246551";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 100mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"0025635";"00451";"1";"PDB";"0015271";"6809-273";"Cyclopentolaat hydrochloride Minims ocul. druppels oploss. (unidose) 20x 2,5mg/0,5ml";0;"ocul. druppels oploss. (unidose) [zonder bew.]";1;"cyclopentolaat hydrochloride";;;2.5000;"mg";"/";0.5000;"ml";0.0000;;true;false
"1349513";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar inj./inf. oploss. Cytosafe [flac.] 1x 100mg/5ml";0;"inj./inf. oploss. i.v./s.c./i.thec. Cytosafe [flac.]";1;"cytarabine";;;100.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"2536225";"01004";"1";"CECAB";"0003061";"14407-1818";"Lactulose Teva siroop oploss. 300ml 3,1g/5ml";0;"siroop oploss.";1;"lactulose";;;3.1000;"g";"/";5.0000;"ml";0.0000;;true;false
"1711902";"01049";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Volwassenen 50g";0;"gingiv./oromuc. gel Volwassenen";1;"lidocaïne";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1711902";"00328";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Volwassenen 50g";0;"gingiv./oromuc. gel Volwassenen";2;"cetrimide";;;1.5000;"mg";"/";1.0000;"g";0.0000;;true;false
"1613843";"01990";"1";"OMAA";"0014738";"28035-1917";"Urgosorb verband 16x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1378488";"00640";"1";"FCABA";"0005611";"10066-1818";"Feminova transderm. pleister 12x 50µg/24u";0;"transderm. pleister";1;"estradiol";;;50.0000;"µg";"/";24.0000;"u";0.0000;;true;false
"1063809";"00343";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 zalf 30g";0;"zalf";1;"chloorhexidine hydrochloride";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1063809";"01445";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 zalf 30g";0;"zalf";2;"pramocaïne hydrochloride";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1063809";"01855";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 zalf 30g";0;"zalf";3;"zinkoxide";;;100.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1337419";"00217";"1";"CEDBA";"0003210";"3368-1818";"Bisacodyl Teva maagsapresist. tabl. 30x 10mg";0;"maagsapresist. tabl.";1;"bisacodyl";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"0615203";"01100";"1";"LDABH";"0012492";"695-1552";"Agyrax tabl. (deelb.) 50x 25mg";0;"tabl. (deelb.)";1;"meclozine dihydrochloride";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1389493";"00456";"1";"MBCC";"0012849";"6890-844";"Cytarabine Hospira inj./inf. oploss. Onco-Tain [flac.] 1x 2g/20ml";0;"inj./inf. oploss. i.m./i.v./s.c./i.thec. Onco-Tain [flac.]";1;"cytarabine";;;2.0000;"g";"/";20.0000;"ml";0.0000;;true;false
"2574986";"00217";"1";"CEDBA";"0003210";"3376-1305";"Bisolax maagsapresist. tabl. 40x 5mg";0;"maagsapresist. tabl.";1;"bisacodyl";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2200343";"00375";"1";"ALBB";"0001628";"5322-1289";"Ciprofibrate Mylan harde caps. 30x 100mg";0;"harde caps.";1;"ciprofibraat";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1639772";"01522";"1";"CAAAB";"0002535";"22715-1289";"Ranitidine Mylan filmomh. tabl. 100x 150mg";0;"filmomh. tabl.";1;"ranitidine";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"1350453";"00578";"1";"FFAA";"0005942";"8516-2386";"Duphaston filmomh. tabl. (deelb.) 42x 10mg";0;"filmomh. tabl. (deelb.)";1;"dydrogesteron";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1350222";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 28x 300mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"1351394";"00767";"1";"NBGA";"0013565";"10975-968";"Folavit tabl. (deelb.) 40x 4mg";0;"tabl. (deelb.)";1;"foliumzuur";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"1402270";"00791";"1";"OBEA";"0014332";"11270-1040";"Fucidin Hydrocortisone 20/10 crème 15g";0;"crème";1;"fusidinezuur";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1402270";"00868";"1";"OBEA";"0014332";"11270-1040";"Fucidin Hydrocortisone 20/10 crème 15g";0;"crème";3;"hydrocortison acetaat";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2547958";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen omh. tabl. 30x 400mg";0;"omh. tabl.";1;"ibuprofen";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3181229";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen omh. tabl. Kinderen 24x 200mg";0;"omh. tabl. Kinderen";1;"ibuprofen";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1527530";"01990";"1";"OMAA";"0014738";"24901-2279";"Sorbalgon wiek T 3x (2x30cm)";0;"wiek T";1;"geen actieve ingrediënten";"2 x 30 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1414853";"01615";"1";"ALAE";"0001594";"30114-1263";"Zocor filmomh. tabl. 28x 40mg";0;"filmomh. tabl.";1;"simvastatine";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"1351402";"00343";"1";"QDAA";"0016014";"1768-968";"Angiocine 5/1,5 orofar. zuigtabl. 24x";0;"orofar. zuigtabl.";1;"chloorhexidine hydrochloride";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"1351402";"02099";"1";"QDAA";"0016014";"1768-968";"Angiocine 5/1,5 orofar. zuigtabl. 24x";0;"orofar. zuigtabl.";2;"lidocaïne hydrochloride";;;1.5000;"mg";;0.0000;;0.0000;;true;false
"1714484";"01990";"1";"OMAA";"0014738";"24091-2261";"Biatain Alginate verband 10x (15x15cm)";0;"verband";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2479863";"01990";"1";"OMAA";"0014738";"6734-2238";"Curasorb wiek 5x (2x60,9cm)";0;"wiek";1;"geen actieve ingrediënten";"2 x 60,9 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1354406";"00772";"1";"DAABA";"0003590";"20438-257";"Oxis inhalatiepdr. (voorverdeeld) Turbohaler 60dos. 6µg/1dos.";0;"inhalatiepdr. (voorverdeeld) Turbohaler";1;"formoterol fumaraat";;;6.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1713056";"00660";"1";"RAAA";"0019091";"9597-265";"Etomidate-Lipuro inj. emuls. i.v. [amp.] 10x 20mg/10ml";0;"inj. emuls. i.v. [amp.]";1;"etomidaat";;;20.0000;"mg";"/";10.0000;"ml";0.0000;;true;false
"1374032";"01526";"1";"JCABA";"0008128";"8698-1446";"Edronax tabl. (deelb.) 60x 4mg";0;"tabl. (deelb.)";1;"reboxetine";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"1385566";"00960";"1";"KBCB";"0010470";"25098-935";"Sporanox siroop oploss. 150ml 50mg/5ml";0;"siroop oploss.";1;"itraconazol";;;50.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1411925";"00713";"1";"LDAAE";"0012443";"26146-2097";"Telfast tabl. 20x 180mg";0;"tabl.";1;"fexofenadine hydrochloride";;;180.0000;"mg";;0.0000;;0.0000;;true;false
"2051928";"01180";"1";"OACC";"0014076";"7039-943";"Daktarin cut. spray pdr. 8g 20mg/1g";0;"cut. spray pdr.";1;"miconazol nitraat";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1354414";"00772";"1";"DAABA";"0003590";"20438-257";"Oxis inhalatiepdr. (voorverdeeld) Turbohaler 60dos. 12µg/1dos.";0;"inhalatiepdr. (voorverdeeld) Turbohaler";1;"formoterol fumaraat";;;12.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1721125";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand tabl. (deelb.) 98x 16mg";0;"tabl. (deelb.)";1;"candesartan cilexetil";;;16.0000;"mg";;0.0000;;0.0000;;true;false
"1381458";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand tabl. (deelb.) 28x 16mg";0;"tabl. (deelb.)";1;"candesartan cilexetil";;;16.0000;"mg";;0.0000;;0.0000;;true;false
"1721141";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand tabl. (deelb.) 98x 8mg";0;"tabl. (deelb.)";1;"candesartan cilexetil";;;8.0000;"mg";;0.0000;;0.0000;;true;false
"1381466";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand tabl. (deelb.) 28x 8mg";0;"tabl. (deelb.)";1;"candesartan cilexetil";;;8.0000;"mg";;0.0000;;0.0000;;true;false
"0056887";"00549";"1";"CDAB";"0002857";"17814-943";"Motilium susp. 200ml 5mg/5ml";0;"susp.";1;"domperidon";;;5.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1693829";"02005";"1";"QCBAA";"0015834";"21402-1602";"Physiologicasol spoeloploss. (unidose) 30x 405mg/45ml";0;"cut./nas./ocul. spoeloploss. (unidose)";1;"chloride natrium";;;405.0000;"mg";"/";45.0000;"ml";0.0000;;true;false
"1328103";"02099";"1";"QDAA";"0016014";"27789-1164";"Tyrothricine-Lidocaine 2/1 orofar. zuigtabl. Citroen 48x";0;"orofar. zuigtabl. Citroen";1;"lidocaïne hydrochloride";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1328103";"01795";"1";"QDAA";"0016014";"27789-1164";"Tyrothricine-Lidocaine 2/1 orofar. zuigtabl. Citroen 48x";0;"orofar. zuigtabl. Citroen";2;"tyrothricine";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"1070358";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal druppels oploss. (druppelfl.) 1x10ml 100mg/1ml";0;"druppels oploss. (druppelfl.)";1;"tramadol hydrochloride";;;100.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1445709";"00074";"1";"CBA";"0002675";"25007-1115";"Spasmine harde caps. 40x 60mg";0;"harde caps.";1;"alverine citraat";;;60.0000;"mg";;0.0000;;0.0000;;true;false
"1070366";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal druppels oploss. (druppelfl.) 3x10ml 100mg/1ml";0;"druppels oploss. (druppelfl.)";1;"tramadol hydrochloride";;;100.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1394360";"00431";"1";"DBAA";"0003905";"3723-1602";"Bromophar siroop oploss. 180ml 3,1mg/5ml";0;"siroop oploss.";1;"codeïne fosfaat";;;3.1000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1394352";"00431";"1";"DBAA";"0003905";"27110-1602";"Toularynx Codeini siroop oploss. 180ml 3,7mg/5ml";0;"siroop oploss.";1;"codeïne fosfaat";;;3.7000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1381409";"01071";"1";"AADF";"0000166";"6643-1263";"Cozaar Plus 50/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"losartan kalium";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"1381409";"00866";"1";"AADF";"0000166";"6643-1263";"Cozaar Plus 50/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"1356641";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax filmomh. tabl. 60x 100mg";0;"filmomh. tabl.";1;"topiramaat";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1356633";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax filmomh. tabl. 60x 50mg";0;"filmomh. tabl.";1;"topiramaat";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"1356625";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax filmomh. tabl. 60x 25mg";0;"filmomh. tabl.";1;"topiramaat";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1358365";"01777";"1";"MHA";"0013243";"28696-448";"Vesanoid zachte caps. 100x 10mg";0;"zachte caps.";1;"tretinoïne";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1356880";"00343";"1";"OAAC";"0013813";"2253-1552";"Astrexine cut. poeder 30g 5mg/1g";0;"cut. poeder";1;"chloorhexidine hydrochloride";;;5.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2497097";"01990";"1";"FBCAA";"0020826";"31237-2329";"Gynefix 330 i.uter. systeem 1x";0;"i.uter. systeem";1;"geen actieve ingrediënten";;;0.0000;;;0.0000;;0.0000;;true;false
"2556264";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen siroop susp. (zonder suiker) Rood Kinderen 200ml 100mg/5ml";0;"siroop susp. (zonder suiker) Rood Kinderen";1;"ibuprofen";;;100.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"3021433";"00888";"1";"IAABB";"0006866";"12724-612";"Ibuprofen EG omh. tabl. 30x 200mg";0;"omh. tabl.";1;"ibuprofen";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1563675";"00172";"1";"DADAA";"0003707";"2956-1636";"Beclophar inhalatiepdr. (harde caps.) 120x 400µg";0;"inhalatiepdr. (harde caps.) [Aerolizer]";1;"beclometason dipropionaat";;;400.0000;"µg";;0.0000;;0.0000;;true;false
"1396118";"00237";"1";"PECA";"0015412";"1198-166";"Alphagan ocul. druppels oploss. 1x5ml 2mg/1ml";0;"ocul. druppels oploss.";1;"brimonidine tartraat";;;2.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1403401";"01401";"1";"CEDBC";"0003236";"8417-372";"Dulcolax Picosulphate zachte caps. 50x 2,5mg";0;"zachte caps.";1;"picosulfaat natrium";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"1559665";"01282";"1";"FFAA";"0005942";"16022-1818";"Lutenyl tabl. (deelb.) 30x 5mg";0;"tabl. (deelb.)";1;"nomegestrol acetaat";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"1358399";"00072";"1";"CABA";"0002634";"16121-2097";"Maalox Antacid 600/400 kauwtabl. Forte 40x";0;"kauwtabl. Forte";1;"aluminiumoxide";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"1358399";"01084";"1";"CABA";"0002634";"16121-2097";"Maalox Antacid 600/400 kauwtabl. Forte 40x";0;"kauwtabl. Forte";2;"magnesiumhydroxide";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"2678498";"01282";"1";"FFAA";"0005942";"16022-1818";"Lutenyl tabl. (deelb.) 90x 5mg";0;"tabl. (deelb.)";1;"nomegestrol acetaat";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2137925";"00029";"1";"OEDA";"0014514";"7708-745";"Differin crème 60g 1mg/1g";0;"crème";1;"adapaleen";;;1.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2583029";"01990";"1";"OMCA";"0014779";"1941-2253";"Aquacel verband Cavity 5x (2x45cm)";0;"verband Cavity";1;"geen actieve ingrediënten";"2 x 45 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2604742";"00550";"1";"CDAB";"0002857";"17814-1529";"Motilium (PIP) filmomh. tabl. 30x 10mg";0;"filmomh. tabl.";1;"domperidon";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2204204";"00358";"1";"FEBA";"0005843";"5215-661";"Choragon inj. oploss. (pdr.+solv.) i.m. [2x amp.] 3x 5000IE";0;"inj. oploss. (pdr. + solv.) i.m. [2x amp.]";1;"choriongonadotrofine (HCG)";;;5000.0000;"IE";;0.0000;;0.0000;;true;false
"1395052";"01301";"1";"EEEB";"0017707";"23986-1347";"Sandostatine inj. susp. verl. afgifte (pdr.+solv.) i.m. L.A.R. [flac.+voorgev. spuit] 1x 30mg";0;"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]";1;"octreotide";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"1390558";"01758";"1";"GAAH";"0006130";"7468-1446";"Detrusitol filmomh. tabl. 56x 2mg";0;"filmomh. tabl.";1;"tolterodine tartraat";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"2662161";"00646";"1";"LCBQA";"0012294";"9076-1446";"Enbrel inj. oploss. s.c. [voorgev. pen] 4x 50mg/1ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"etanercept";;;50.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1358449";"01467";"1";"FFCA";"0005983";"6684-1693";"Crinone vag. gel (doseerpomp) 15dos. 90mg/1dos.";0;"vag. gel (doseerpomp)";1;"progesteron (gemicroniseerd)";;;90.0000;"mg";"/";1.0000;"dos.";0.0000;;true;false
"1395060";"01301";"1";"EEEB";"0017707";"23986-1347";"Sandostatine inj. susp. verl. afgifte (pdr.+solv.) i.m. L.A.R. [flac.+voorgev. spuit] 1x 20mg";0;"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]";1;"octreotide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"0819557";"00342";"1";"QDBA";"0016030";"6551-828";"Corsodyl orofar. spray oploss. 60ml 2mg/1ml";0;"orofar. spray oploss.";1;"chloorhexidine digluconaat";;;2.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1686690";"01990";"1";"OMEA";"0014811";"26740-851";"Tielle verband Sacrum 5x (18x18cm)";0;"verband Sacrum";1;"geen actieve ingrediënten";"18 x 18 cm";;0.0000;;;0.0000;;0.0000;;true;false
"0107235";"00101";"1";"KAAACB";"0009530";"5579-828";"Clamoxyl harde caps. 16x 500mg";0;"harde caps.";1;"amoxicilline";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"1272665";"00853";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 inj. susp. [voorgev. spuit] 1x1ml";0;"inj. susp. i.m./s.c. [voorgev. spuit]";1;"hepatitis A-virus (geïnactiveerd)";;;720.0000;"Elisa E";"/";1.0000;"ml";0.0000;;true;false
"1272665";"00855";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 inj. susp. [voorgev. spuit] 1x1ml";0;"inj. susp. i.m./s.c. [voorgev. spuit]";2;"hepatitis B-virus (oppervlakte-antigenen)";;;20.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"1327485";"00853";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 inj. susp. Paediatric [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]";1;"hepatitis A-virus (geïnactiveerd)";;;720.0000;"Elisa E";"/";1.0000;"ml";0.0000;;true;false
"1327485";"00855";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 inj. susp. Paediatric [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]";2;"hepatitis B-virus (oppervlakte-antigenen)";;;20.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"1418532";"01205";"1";"DAFA";"0003806";"24679-1263";"Singulair filmomh. tabl. 28x 10mg";0;"filmomh. tabl.";1;"montelukast";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1390327";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 28x 360mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;360.0000;"mg";;0.0000;;0.0000;;true;false
"1359728";"01295";"1";"DBAE";"0003954";"19281-968";"Noscaflex tabl. 20x 15mg";0;"tabl.";1;"noscapine";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"0040402";"00402";"1";"OBCA";"0014290";"9688-828";"Eumovate zalf 30g 0,5mg/1g";0;"zalf";1;"clobetason butyraat";;;0.5000;"mg";"/";1.0000;"g";0.0000;;true;false
"2553030";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 56x 240mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;240.0000;"mg";;0.0000;;0.0000;;true;false
"2441236";"01317";"1";"CDBB";"0002931";"20016-711";"Ondansetron Fresenius Kabi inj./inf. oploss. i.v. [amp.] 5x 8mg/4ml";0;"inj./inf. oploss. i.v. [amp.]";1;"ondansetron";;;8.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"1390319";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 28x 240mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;240.0000;"mg";;0.0000;;0.0000;;true;false
"1563592";"01990";"1";"OMBA";"0014753";"23135-1750";"Replicare Ultra verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1390301";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 28x 180mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;180.0000;"mg";;0.0000;;0.0000;;true;false
"2159291";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 56x 180mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;180.0000;"mg";;0.0000;;0.0000;;true;false
"1390335";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor harde caps. verl. afgifte 28x 120mg";0;"harde caps. verl. afgifte";1;"diltiazem hydrochloride";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"1370659";"01257";"1";"KDCACC";"0011023";"28977-372";"Viramune tabl. (deelb.) 60x 200mg";0;"tabl. (deelb.)";1;"nevirapine";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1359801";"01730";"1";"JBCC";"0007906";"26674-2097";"Tiapridal druppels oploss. 30ml 150mg/1ml";0;"druppels oploss.";1;"tiapride";;;150.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1588144";"01629";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 rect. oploss. 12x5ml";0;"rect. oploss.";1;"sorbitol";;;625.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1588144";"00388";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 rect. oploss. 12x5ml";0;"rect. oploss.";2;"citraat natrium";;;90.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1588144";"01018";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 rect. oploss. 12x5ml";0;"rect. oploss.";3;"laurylsulfoacetaat natrium";;;9.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1389303";"00019";"1";"BAACB";"0001925";"679-372";"Aggrenox 25/200 harde caps. geregul. afgifte 60x";0;"harde caps. geregul. afgifte";1;"acetylsalicylzuur";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1389303";"00538";"1";"BAACB";"0001925";"679-372";"Aggrenox 25/200 harde caps. geregul. afgifte 60x";0;"harde caps. geregul. afgifte";2;"dipyridamol";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1405232";"00611";"1";"MCAC";"0012963";"9951-1446";"Farmorubicine inf./instill. oploss. CytoVial [flac.] 1x 50mg/25ml";0;"inf./instill. oploss. i.v./i.vesic. CytoVial [flac.]";1;"epirubicine hydrochloride";;;50.0000;"mg";"/";25.0000;"ml";0.0000;;true;false
"1405224";"00611";"1";"MCAC";"0012963";"9951-1446";"Farmorubicine inf./instill. oploss. CytoVial [flac.] 1x 10mg/5ml";0;"inf./instill. oploss. i.v./i.vesic. CytoVial [flac.]";1;"epirubicine hydrochloride";;;10.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1570647";"01990";"1";"OMDA";"0014795";"22483-2261";"Purilon gel 10x8g";0;"gel";1;"geen actieve ingrediënten";;;0.0000;;;0.0000;;0.0000;;true;false
"2612174";"01671";"1";"MIAAA";"0004697";"19067-1529";"Nolvadex (PIP) tabl. D 60x 20mg";0;"tabl. D";1;"tamoxifen";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"1531524";"00462";"1";"MADB";"0017095";"6957-1818";"Dacarbazine Medac inj./inf. oploss. (pdr.) i.v. [flac.] 1x 1g";0;"inj./inf. oploss. (pdr.) i.v. [flac.]";1;"dacarbazine";;;1.0000;"g";;0.0000;;0.0000;;true;false
