"GalCV";"NGalNm";"FGalNm";"Amb";"Hosp"
"00307";"transderm. lok. gel (doseerpomp)";"gel transderm. local (pompe doseuse)";true;false
"00308";"siroop oploss. (zakjes) Fruit";"sirop sol. (sachet) Fruit";true;false
"00309";"oploss. (pdr., zakjes) Neutral";"sol. (pdr, sachet) Neutral";true;false
"00310";"or. poeder (zakjes) Dry";"poudre (sachet) or. Dry";true;false
"00311";"inhalatiepdr. (voorverdeeld) Easyhaler";"poudre inhal. (unidose) Easyhaler";true;false
"00312";"kauw-/disp. tabl.";"compr. à croquer/disp.";true;false
"00313";"cut. oploss. (alc.) 70%";"sol. cut. (alc.) 70%";true;false
"00314";"kauw-/disp. tabl. Disp.";"compr. à croquer/disp. Disp.";true;false
"00315";"inj. susp. verl. afgifte (pdr. + solv.) i.m. P.R. [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m. P.R. [flac. + amp.]";true;false
"00316";"inj. oploss. s.c. Autogel [voorgev. spuit]";"sol. inj. s.c. Autogel [ser. préremplie]";true;false
"00317";"lyofilisaat Lyo";"lyophilisat Lyo";true;false
"00318";"i.vesic. susp. (pdr.) [flac.]";"susp. (pdr) i.vésic. [flac.]";true;false
"00319";"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]";"sol. inj. lib. prol. (pdr + solv.) s.c. [2x ser. préremplie]";true;false
"00320";"transderm. pleister Invisi Patch";"dispositif transderm. Invisi Patch";true;false
"00321";"susp. (pdr. + solv.)";"susp. (pdr + solv.)";true;false
"00322";"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]";true;false
"00323";"inf. oploss. epidur. [zak]";"sol. perf. p.dural [sac]";true;false
"00324";"ocul. druppels susp.";"collyre susp.";true;false
"00325";"gastro-ent. gel";"gel gastro-ent.";true;false
"00326";"laryngofar./oromuc. spray oploss.";"sol. spray laryngophar./oromuq.";true;false
"00327";"auric. druppels oploss.";"gtts sol. auric.";true;false
"00328";"inj. oploss. i.m./s.c. [flac.]";"sol. inj. i.m./s.c. [flac.]";true;false
"00329";"inj. oploss. s.c. [patr.] voor Puregon Pen";"sol. inj. s.c. [cart.] pour Puregon Pen";true;false
"00330";"urethr. gel";"gel urétr.";true;false
"00331";"filmomh. tabl. + bruisgran. (zakjes)";"compr. pellic. + gran. efferv. (sachet)";true;false
"00332";"urethr. gel (unidose)";"gel (unidose) urétr.";true;false
"00333";"inj. oploss. i.v./s.c./epidur. [amp.]";"sol. inj. i.v./s.c./p.dural [amp.]";true;false
"00334";"cut. medic. pleister Patch";"emplâtre médic. cut. Patch";true;false
"00335";"orofar. zuigtabl. Citroen";"compr. à sucer orophar. Citron";true;false
"00336";"gel (pdr. + gel)";"gel (pdr + gel)";true;false
"00337";"siroop oploss. Junior";"sirop sol. Junior";true;false
"00338";"gran. (zakjes) Instant Forte";"gran. (sachet) Instant Forte";true;false
"00339";"inj. oploss. (pdr. + solv.) s.c. Kit [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) s.c. Kit [flac. + ser. préremplie]";true;false
"00340";"orofar. zuigtabl. Honing";"compr. à sucer orophar. Miel";true;false
"00341";"cut. medic. pleister";"emplâtre médic. cut.";true;false
"00342";"crème Lipocreme";"crème Lipocreme";true;false
"00343";"cut./rect. crème";"crème cut./rect.";true;false
"00344";"cut./rect. zalf";"pommade cut./rect.";true;false
"00345";"inhalatiepdr. (voorverdeeld) Ellipta";"poudre inhal. (unidose) Ellipta";true;false
"00346";"ocul. spoeloploss. [zonder bew.]";"sol. irrig. opht. [sans cons.]";true;false
"00347";"oploss. (pdr., zakjes) Chocoladesmaak";"sol. (pdr, sachet) Goût chocolat";true;false
"00348";"vag. afgiftesysteem";"système de diffusion vag.";true;false
"00349";"orofar. zuigtabl. Aardbei";"compr. à sucer orophar. Fraise";true;false
"00350";"ocul. druppels oploss. (unidose) Unidosis [zonder bew.]";"collyre sol. (unidose) Unidosis [sans cons.]";true;false
"00351";"inhalatiepdr. (harde caps.) [Aerolizer]";"poudre inhal. (gél.) [Aerolizer]";true;false
"00352";"inj. oploss. i.v./s.c./i.derm./epidur. [amp.]";"sol. inj. i.v./s.c./i.derm./p.dural [amp.]";true;false
"00353";"medic. nagellak";"vernis à ongles médic.";true;false
"00354";"ocul. druppels oploss. (unidose)";"collyre sol. (unidose)";true;false
"00355";"tabl. + bruisgran. (zakjes)";"compr. + gran. efferv. (sachet)";true;false
"00356";"inhalatieoploss. (patr.) Respimat";"sol. inhal. (cart.) Respimat";true;false
"00357";"filmomh. tabl. (deelb.) Forte";"compr. pellic. (séc.) Forte";true;false
"00358";"orofar. zuigtabl. Munt";"compr. à sucer orophar. Menthe";true;false
"00359";"inj. oploss. (pdr. + solv.) s.c. [2x flac.]";"sol. inj. (pdr + solv.) s.c. [2x flac.]";true;false
"00360";"susp. (zakjes)";"susp. (sachet)";true;false
"00361";"susp.";"susp.";true;false
"00362";"tabl. verl. afgifte (deelb.) 100";"compr. lib. prol. (séc.) 100";true;false
"00363";"ocul. druppels oploss. Ocumeter Plus";"collyre sol. Ocumeter Plus";true;false
"00364";"inf. oploss. conc. (pdr. + solv.) i.v./i.arter. [2x flac.]";"sol. perf. à diluer (pdr + solv.) i.v./i.artér. [2x flac.]";true;false
"00365";"inj. susp. (pdr. + solv.) s.c. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]";true;false
"00366";"rect. susp.";"susp. rect.";true;false
"00367";"rect. schuim Foam";"mousse rect. Foam";true;false
"00368";"inj./inf. oploss. (pdr.) i.m./i.v./i.perit. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./i.périt. [flac.]";true;false
"00369";"cut. oploss. (alc.)";"sol. cut. (alc.)";true;false
"00370";"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.]";"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. [flac.]";true;false
"00371";"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac. + amp.]";"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac. + amp.]";true;false
"00372";"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [flac.]";"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [flac.]";true;false
"00373";"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit]";"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [ser. préremplie]";true;false
"00374";"inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.]";"sol. inj./sol. perf. à diluer i.théc./p.dural/p.neur. [amp., infiltr. locorégionale]";true;false
"00375";"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. Concentrate [flac.]";"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. Concentrate [flac.]";true;false
"00376";"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [2x flac.]";"sol. inj./perf. (pdr + solv.) i.m./i.v. [2x flac.]";true;false
"00377";"vag. zachte caps.";"caps. molle vag.";true;false
"00378";"oromuc. muco-adh. tabl.";"compr. muco-adh. oromuq.";true;false
"00379";"cut. poeder";"poudre cut.";true;false
"00380";"wiek Zink";"mèche Zinc";true;false
"00381";"gel Forte";"gel Forte";true;false
"00382";"zuigtabl.";"compr. à sucer";true;false
"00383";"tandpasta Munt";"pâte dentifrice Menthe";true;false
"00384";"maagsapresist. tabl. Enteric Coated";"compr. gastro-résist. Enteric Coated";true;false
"00385";"ocul. druppels oploss. Forte";"collyre sol. Forte";true;false
"00386";"inf. oploss. conc. (pdr. + solv.) i.v. [2x flac.]";"sol. perf. à diluer (pdr + solv.) i.v. [2x flac.]";true;false
"00387";"i.vesic. oploss. (pdr. + solv.) [2x flac.]";"sol. (pdr + solv.) i.vésic. [2x flac.]";true;false
"00388";"tabl. Forte";"compr. Forte";true;false
"00389";"ocul. druppels oploss. (unidose) EDO [zonder bew.]";"collyre sol. (unidose) EDO [sans cons.]";true;false
"00390";"cut. oploss. Once";"sol. cut. Once";true;false
"00391";"orodisp. tabl. Velotab";"compr. orodisp. Velotab";true;false
"00392";"inj. oploss. s.c. Kwikpen [voorgev. pen]";"sol. inj. s.c. Kwikpen [stylo prérempli]";true;false
"00393";"vag. crème";"crème vag.";true;false
"00394";"inj. oploss. epidur./p.neur. [flac., locoregionale infiltr.]";"sol. inj. p.dural/p.neur. [flac., infiltr. locorégionale]";true;false
"00395";"medic. kauwgom Fruit";"gomme à mâcher médic. Fruit";true;false
"00396";"oromuc. zuigtabl. Lozenge";"compr. à sucer oromuq. Lozenge";true;false
"00397";"oromuc. zuigtabl. Minilozenge";"compr. à sucer oromuq. Minilozenge";true;false
"00398";"transderm. pleister Clear";"dispositif transderm. Clear";true;false
"00399";"disp. maagsapresist. tabl. Mups";"compr. gastro-résist. disp. Mups";true;false
"00400";"wiek Cavity";"mèche Cavity";true;false
"00401";"inj. oploss. (pdr. + solv.) i.m. [flac. + amp.]";"sol. inj. (pdr + solv.) i.m. [flac. + amp.]";true;false
"00402";"tabl. (deelb.) Volw.";"compr. (séc.) Adulte";true;false
"00635";"siroop susp. Baby";"sirop susp. Baby";true;false
"00403";"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + amp.]";"sol. inj./perf. (pdr + solv.) i.v. [flac. + amp.]";true;false
"00404";"gran. (zakjes) Instant Cappuccino";"gran. (sachet) Instant Cappuccino";true;false
"00405";"oplosb. tabl. (deelb.)";"compr. sol. (séc.)";true;false
"00406";"tabl. (deelb.) A";"compr. (séc.) A";true;false
"00407";"wiek Filler";"mèche Filler";true;false
"00408";"gran. (zakjes) Forte Instant";"gran. (sachet) Forte Instant";true;false
"00409";"ocul. gel (unidose) [zonder bew.]";"gel (unidose) opht. [sans cons.]";true;false
"00410";"cut. oploss. (pdr.)";"sol. (pdr) cut.";true;false
"00411";"inj. susp. (pdr. + solv.) s.c. [flac. + amp.]";"susp. inj. (pdr + solv.) s.c. [flac. + amp.]";true;false
"00412";"i.vesic./cut./vag. oploss. (tabl.)";"sol. (compr.) i.vésic./cut./vag.";true;false
"00413";"cut. oploss. (tabl.)";"sol. (compr.) cut.";true;false
"00414";"inj. oploss. i.lymf. [amp.]";"sol. inj. i.lymph. [amp.]";true;false
"00415";"inj. susp. verl. afgifte (pdr. + solv.) i.m. [2x flac.]";"susp. inj. lib. prol. (pdr + solv.) i.m. [2x flac.]";true;false
"00416";"ocul. zalf";"pommade opht.";true;false
"00417";"subling. tabl. (patr.)";"compr. subling. (cart.)";true;false
"00418";"inj. oploss. i.m./i.v./epidur./p.neur. [flac., locoregionale infiltr. ]";"sol. inj. i.m./i.v./p.dural/p.neur. [flac., infiltr. locorégionale]";true;false
"00419";"verband Sacral";"pansement Sacral";true;false
"00420";"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]";true;false
"00421";"i.v./or. inf./drinkb. oploss. conc. (pdr.) [flac.]";"sol. perf./buv. à diluer (pdr) i.v./or. [flac.]";true;false
"00422";"inj. oploss. i.m./s.c. [voorgev. spuit]";"sol. inj. i.m./s.c. [ser. préremplie]";true;false
"00423";"harde caps. geregul. afgifte HCl Retard";"gél. lib. modif. HCl Retard";true;false
"00424";"verband Film";"pansement Film";true;false
"00425";"zuigtabl. (deelb.)";"past. (séc.)";true;false
"00426";"inj. oploss. (pdr. + solv.) i.m./s.c. [flac. + amp.]";"sol. inj. (pdr + solv.) i.m./s.c. [flac. + amp.]";true;false
"00427";"verneveloploss. (unidose)";"sol. inhal. nébul. (unidose)";true;false
"00428";"doseeraerosol oploss. HFA [inhalator]";"sol. inhal. (flacon press.) HFA [inhalateur]";true;false
"00429";"doseeraerosol oploss. HFA";"sol. inhal. (flacon press.) HFA";true;false
"00430";"inhalatiepdr. (voorverdeeld) Diskus";"poudre inhal. (unidose) Diskus";true;false
"00431";"siroop oploss. (zonder suiker)";"sirop sol. (sans sucre)";true;false
"00432";"siroop oploss. Volw.";"sirop sol. Adulte";true;false
"00433";"siroop oploss. Volw. Honing";"sirop sol. Adulte Miel";true;false
"00434";"nas. druppels oploss. Kinderen";"gtts sol. nas. Enfants";true;false
"00435";"nas. druppels oploss. Sine Conservans Baby";"gtts sol. nas. Sine Conservans Bébé";true;false
"00436";"doseeraerosol oploss. Autohaler [ademgest.]";"sol. inhal. (flacon press.) Autohaler [déclenché par la resp.]";true;false
"00437";"verneveloploss. [amp.]";"sol. inhal. nébul. [amp.]";true;false
"00438";"verband Sacrum";"pansement Sacrum";true;false
"00439";"verband Transparent";"pansement Transparent";true;false
"00440";"nas. spray oploss. Aloe";"sol. spray nas. Aloe";true;false
"00441";"maagsapresist. tabl. Enteric";"compr. gastro-résist. Enteric";true;false
"00442";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [ser. préremplie]";true;false
"00443";"inf./instill. oploss. i.v./i.vesic. CytoVial [flac.]";"sol. perf./instill. i.v./i.vésic. CytoVial [flac.]";true;false
"00444";"nas. druppels susp.";"gtts susp. nas.";true;false
"00445";"druppels oploss. (druppelfl.)";"gtts sol. (flac. compte-gouttes)";true;false
"00446";"disp. tabl. (deelb. in 4)";"compr. disp. (séc. en 4)";true;false
"00447";"inj./inf. oploss. i.m./i.v./i.artic./i.laes./i.burs./s.conj. [amp.]";"sol. inj./perf. i.m./i.v./i.artic./i.lés./i.burs./s.conj. [amp.]";true;false
"00448";"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]";"sol. inj./perf. i.m./i.v./s.c./i.théc./p.dural [amp.]";true;false
"00449";"verband Extra dun [Ovaal]";"pansement Extra mince [Ovale]";true;false
"00450";"harde caps. geregul. afgifte";"gél. lib. modif.";true;false
"00451";"oploss. (conc.)";"sol. à diluer";true;false
"00452";"inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.]";"sol. inj./instill. i.m./i.v./i.artic./i.burs./rect. [amp.]";true;false
"00453";"inhal. verneveloploss. (pdr. + solv.) [flac. + amp.]";"sol. inhal. nébul. (pdr + solv.) inhal. [flac. + amp.]";true;false
"00454";"verband Signal";"pansement Signal";true;false
"00455";"verband Signal Hiel";"pansement Signal Talon";true;false
"00456";"verband Signal Sacraal";"pansement Signal Sacrum";true;false
"00457";"inj./inf. oploss. (pdr.) i.m./i.v./i.artic./i.burs. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./i.artic./i.burs. [flac.]";true;false
"00458";"cut. oploss. (unidose)";"sol. (unidose) cut.";true;false
"00459";"kauwtabl. Forte Citroen";"compr. à croquer Forte Citron";true;false
"00460";"inj. oploss. i.m. [voorgev. pen]";"sol. inj. i.m. [stylo prérempli]";true;false
"00461";"verband Border [Driehoekig]";"pansement Border [Triangle]";true;false
"00462";"verband Concave";"pansement Concave";true;false
"00463";"verband Heel";"pansement Heel";true;false
"00464";"nas. spray oploss. Sine Conservans Kind";"sol. spray nas. Sine Conservans Enfant";true;false
"00465";"nas. spray oploss. Menthol";"sol. spray nas. Menthol";true;false
"00466";"verband Thin";"pansement Thin";true;false
"00467";"verband Hiel/Elleboog";"pansement Talon/Coude";true;false
"00468";"verband Fijn";"pansement Fin";true;false
"00469";"verband [Ovaal]";"pansement [Ovale]";true;false
"00470";"verband Sacraal";"pansement Sacral";true;false
"00471";"verband Thin [Ovaal]";"pansement Thin [Ovale]";true;false
"00472";"inj./inf. oploss. s.c. [amp.]";"sol. inj./perf. s.c. [amp.]";true;false
"00473";"inhalatiepdr. (voorverdeeld) [Ellipta]";"poudre inhal. (unidose) [Ellipta]";true;false
"00474";"verband Cavity";"pansement Cavity";true;false
"00475";"verband [geïmpregneerd]";"pansement [imprégné]";true;false
"00476";"i.uter. systeem";"dispositif i.utér.";true;false
"00477";"verband Gentle";"pansement Gentle";true;false
"00478";"verband Gentle Border";"pansement Gentle Border";true;false
"00479";"verband Gentle Border Heel";"pansement Gentle Border Heel";true;false
"00480";"verband Gentle Border Lite";"pansement Gentle Border Lite";true;false
"00481";"verband Conformable";"pansement Conformable";true;false
"00482";"inj. oploss. oromuc./s.mucos. [patr.]";"sol. inj. oromuq./s.muq. [cart.]";true;false
"00483";"inj. oploss. s.mucos. [patr.]";"sol. inj. s.muq. [cart.]";true;false
"00484";"inj. oploss. s.mucos. Normal [patr.]";"sol. inj. s.muq. Normal [cart.]";true;false
"00485";"cut. emuls. Crelo";"émuls. cut. Crelo";true;false
"00486";"glob.";"glob.";true;false
"00487";"orofar. zuigtabl. (zonder suiker) Suikervrij";"past. orophar. (sans sucre) Sans Sucre";true;false
"00488";"verband Non-adhesive";"pansement Non-adhesive";true;false
"00489";"crème Lipocrème";"crème Lipocrème";true;false
"00490";"inj./inf./verneveloploss. (pdr.) i.v./inhal. [flac.]";"sol. inj./perf./inhal. nébul. (pdr) i.v./inhal. [flac.]";true;false
"00491";"verband Island";"pansement Island";true;false
"00492";"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]";"susp. inj. (pdr) i.m. [flac.] + susp. inj. i.m. [ser. préremplie]";true;false
"00493";"verband Border Lite";"pansement Border Lite";true;false
"00494";"verband [Rond]";"pansement [Rond]";true;false
"00495";"verband Comfort";"pansement Comfort";true;false
"00496";"verband Life";"pansement Life";true;false
"00497";"verband Tracheostomy";"pansement Tracheostomy";true;false
"00498";"tabl. verl. afgifte (deelb.) Retard Divitabs";"compr. lib. prol. (séc.) Retard Divitabs";true;false
"00499";"verband Border Sacrum";"pansement Border Sacrum";true;false
"00500";"verband Adhesive [Ovaal]";"pansement Adhesive [Ovale]";true;false
"00501";"verband Rol";"pansement Rouleau";true;false
"00502";"verband Tracheo";"pansement Trachéo-fenestré";true;false
"00503";"verband Life Sacrum";"pansement Life Sacrum";true;false
"00504";"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. Depot [2x ser. préremplie]";true;false
"00505";"inj. oploss. s.c. ClickJect [voorgev. pen]";"sol. inj. s.c. ClickJect [stylo prérempli]";true;false
"00506";"verband Life Heel";"pansement Life Heel";true;false
"00507";"cut. oploss. (alc.) 96%";"sol. cut. (alc.) 96%";true;false
"00508";"tabl. verl. afgifte Once Daily";"compr. lib. prol. Once Daily";true;false
"00509";"tabl. verl. afgifte Repetabs";"compr. lib. prol. Repetabs";true;false
"00510";"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";true;false
"00511";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [amp.]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [amp.]";true;false
"00512";"harde caps. geregul. afgifte Uno";"gél. lib. modif. Uno";true;false
"00513";"inj. oploss. (pdr.) s.c. [flac.]";"sol. inj. (pdr) s.c. [flac.]";true;false
"00514";"orodisp. tabl. Odis";"compr. orodisp. Odis";true;false
"00515";"verband Klevend";"pansement Adhésif";true;false
"00516";"tabl. geregul. afgifte Retard";"compr. lib. modif. Retard";true;false
"00517";"verband Soft Hold";"pansement Soft Hold";true;false
"00518";"verband Hiel";"pansement Talon";true;false
"00519";"inf. oploss. (conc. + solv.) i.v. [2x flac.]";"sol. perf. (sol. à diluer + solv.) i.v. [2x flac.]";true;false
"00520";"inj./inf. oploss. (conc.) i.v. [flac.]";"sol. inj./perf. à diluer i.v. [flac.]";true;false
"00521";"inj. oploss. i.m./i.v. [voorgev. spuit]";"sol. inj. i.m./i.v. [ser. préremplie]";true;false
"00522";"tabl. verl. afgifte Oros";"compr. lib. prol. Oros";true;false
"00523";"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";"sol. inj. (pdr + solv.) i.v. [2x flac., Baxject III]";true;false
"00524";"tabl. + kauwtabl.";"compr. + compr. à croquer";true;false
"00525";"inj. oploss. verl. afgifte i.m. Depot [amp.]";"sol. inj. lib. prol. i.m. Depot [amp.]";true;false
"00526";"inj. oploss. i.m. Junior [voorgev. pen]";"sol. inj. i.m. Junior [stylo prérempli]";true;false
"00527";"cut. oploss. (pdr. + solv.)";"sol. (pdr + solv.) cut.";true;false
"00528";"inj. susp. s.c. [voorgev. spuit]";"susp. inj. s.c. [ser. préremplie]";true;false
"00529";"inj. susp. s.c. Press [voorgev. spuit]";"susp. inj. s.c. Press [ser. préremplie]";true;false
"00530";"inj. susp. verl. afgifte i.m. [flac.]";"susp. inj. lib. prol. i.m. [flac.]";true;false
"00531";"cut. oploss. (alc.) Hydroalcoholische";"sol. cut. (alc.) Hydroalcoolique";true;false
"00532";"kauw-/disp. tabl. Starter-Pack";"compr. à croquer/disp. Starter-Pack";true;false
"00533";"inj. oploss. (pdr. + solv.) i.m./i.v./s.c. Hypokit [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m./i.v./s.c. Hypokit [flac. + ser. préremplie]";true;false
"00534";"oploss. (pdr., zakjes) Sinaasappel";"sol. (pdr, sachet) Orange";true;false
"00535";"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]";"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]";true;false
"00536";"inj. oploss. i.v./s.c. [patr.]";"sol. inj. i.v./s.c. [cart.]";true;false
"00537";"inj. oploss. s.c. Cartridge [patr.]";"sol. inj. s.c. Cartridge [cart.]";true;false
"00538";"inj. oploss. i.v./i.arter./i.card. [zak]";"sol. inj. i.v./i.artér./i.card. [sac]";true;false
"00539";"crème Labialis";"crème Labialis";true;false
"00540";"verband Adhesive hiel [Rond]";"pansement Adhesive talon [Rond]";true;false
"00541";"inj. susp. s.c. Solostar [voorgev. pen]";"susp. inj. s.c. Solostar [stylo prérempli]";true;false
"00542";"bruispdr. (zakjes)";"poudre efferv. (sachet)";true;false
"00543";"inj. oploss. s.c. SmartJect [voorgev. pen]";"sol. inj. s.c. SmartJect [stylo prérempli]";true;false
"00544";"cut. susp. Wash";"susp. cut. Wash";true;false
"00545";"inf./instill. oploss. i.v./i.vesic. Onco-Tain [flac.]";"sol. perf./instill. i.v./i.vésic. Onco-Tain [flac.]";true;false
"00546";"inf. emuls. i.v. [voorgev. spuit]";"émuls. perf. i.v. [ser. préremplie]";true;false
"00547";"inj. susp. verl. afgifte i.artic./i.laes./i.burs./p.artic. [flac.]";"susp. inj. lib. prol. i.artic./i.lés./i.burs./p.artic. [flac.]";true;false
"00548";"vag. gel (doseerpomp)";"gel vag. (pompe doseuse)";true;false
"00549";"i.vesic. susp. (pdr. + solv.) [flac. + zak]";"susp. (pdr + solv.) i.vésic. [flac. + sac]";true;false
"00550";"inf. oploss. epidur./p.neur. [zak, locoregionale infiltr.]";"sol. perf. p.dural/p.neur. [sac, infiltr. locorégionale]";true;false
"00551";"gastr./or. oploss.";"sol. gastr./or.";true;false
"00552";"siroop susp. Antizuur-Antireflux";"sirop susp. Antiacide-Antireflux";true;false
"00553";"tabl. (deelb.) Besilaat";"compr. (séc.) Besilaat";true;false
"00554";"disp. tabl. Dispersible";"compr. disp. Dispersible";true;false
"00555";"inj. oploss. i.m./s.c. [amp.]";"sol. inj. i.m./s.c. [amp.]";true;false
"00556";"harde caps. verl. afgifte Exel";"gél. lib. prol. Exel";true;false
"00557";"omh. tabl. (deelb.) Divule";"compr. enr. (séc.) Divule";true;false
"00558";"tabl. Besilate";"compr. Besilate";true;false
"00559";"or. poeder";"poudre or.";true;false
"00560";"inj. oploss. s.c. Nordiflex [voorgev. pen]";"sol. inj. s.c. Nordiflex [stylo prérempli]";true;false
"00561";"inj./inf. oploss. s.c. [flac.]";"sol. inj./perf. s.c. [flac.]";true;false
"00562";"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m. [flac. + amp.]";true;false
"00563";"inj. susp. verl. afgifte i.m. Depot [flac.]";"susp. inj. lib. prol. i.m. Depot [flac.]";true;false
"00564";"tabl. verl. afgifte (deelb.) 500";"compr. lib. prol. (séc.) 500";true;false
"00565";"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m. SR [flac. + amp.]";true;false
"00566";"tabl. verl. afgifte (deelb.) Chrono 500";"compr. lib. prol. (séc.) Chrono 500";true;false
"00567";"tabl. verl. afgifte (deelb.) Chrono 300";"compr. lib. prol. (séc.) Chrono 300";true;false
"00568";"tabl. verl. afgifte (deelb.) 300";"compr. lib. prol. (séc.) 300";true;false
"00569";"inf. emuls. (conc.) i.v. Volw. [amp.]";"émuls. perf. à diluer i.v. Adulte [amp.]";true;false
"00570";"tabl. verl. afgifte (deelb.) Retard 500";"compr. lib. prol. (séc.) Retard 500";true;false
"00571";"tabl. verl. afgifte (deelb.) Retard 300";"compr. lib. prol. (séc.) Retard 300";true;false
"00572";"inj./inf. oploss. epidur./p.neur. [flac., locoregionale infiltr.]";"sol. inj./perf. p.dural/p.neur. [flac., infiltr. locorégionale]";true;false
"00573";"tabl. verl. afgifte Modutab";"compr. lib. prol. Modutab";true;false
"00574";"disp. tabl. (deelb.) Dispers";"compr. disp. (séc.) Dispers";true;false
"00575";"s.c. implantaat NXT [implantaatinjector]";"implant s.c. NXT [pistolet pour implant]";true;false
"00576";"nas. spray oploss. Sine Conservans Pediatrie";"sol. spray nas. Sine Conservans Pediatrie";true;false
"00577";"inj. oploss. s.c. [patr.] voor Glaxopen";"sol. inj. s.c. [cart.] pour Glaxopen";true;false
"00578";"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]";true;false
"00579";"orodisp. tabl. Instasolv";"compr. orodisp. Instasolv";true;false
"00580";"tabl. verl. afgifte (deelb.) 25";"compr. lib. prol. (séc.) 25";true;false
"00581";"auric./ocul. zalf [zonder bew.]";"pommade auric./opht. [sans cons.]";true;false
"00582";"maagsapresist. tabl. verl. afgifte";"compr. gastro-résist. lib. prol.";true;false
"00583";"harde caps. geregul. afgifte Retard GE";"gél. lib. modif. Retard GE";true;false
"00584";"tabl. geregul. afgifte Uno";"compr. lib. modif. Uno";true;false
"00585";"tabl. geregul. afgifte (deelb.) CR";"compr. lib. modif. (séc.) CR";true;false
"00586";"inj. oploss. i.v./s.mucos. [amp.]";"sol. inj. i.v./s.muq. [amp.]";true;false
"00587";"inhalatiepdr. (patr.)";"poudre inhal. (cart.)";true;false
"00588";"inj. oploss. i.thec. Hyperbare [amp., locoregionale infiltr.]";"sol. inj. i.théc. Hyperbare [amp., infiltr. locorégionale]";true;false
"00589";"inf. oploss. (pdr. + solv.) i.v. [2x amp.]";"sol. perf. (pdr + solv.) i.v. [2x amp.]";true;false
"00590";"inj. oploss. s.c. [patr.] voor Genotonorm Pen 12";"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 12";true;false
"00591";"subling. lyofilisaat";"lyophilisat subling.";true;false
"00592";"rect. oploss.";"sol. rect.";true;false
"00593";"rect. oploss. Volw.";"sol. rect. Adulte";true;false
"00594";"inj. susp. s.c. Kwikpen [voorgev. pen]";"susp. inj. s.c. Kwikpen [stylo prérempli]";true;false
